date,opposition,shirt,player,dob,age_on_matchday
15/02/2015,Wales,3,Geoff Cross,1982-12-11,32.18
15/02/2015,Wales,10,Finn Russell,1992-09-23,22.4
15/02/2015,Wales,4,Richie Gray,1989-08-24,25.48
15/02/2015,Wales,6,Rob Harley,1990-05-26,24.73
15/02/2015,Wales,8,Johnnie Beattie,1985-11-21,29.24
15/02/2015,Wales,20,Alasdair Strokosch,1983-02-21,31.98
15/02/2015,Wales,14,Sean Lamont,1981-01-15,34.08
15/02/2015,Wales,21,Sam Hidalgo-Clyne,1993-08-04,21.53
15/02/2015,Wales,15,Stuart Hogg,1992-06-24,22.65
15/02/2015,Wales,22,Greig Tonks,1989-05-20,25.74
15/02/2015,Wales,18,Jon Welsh,1986-10-13,28.34
15/02/2015,Wales,23,Matt Scott,1990-09-30,24.38
15/02/2015,Wales,5,Jonny Gray,1994-03-14,20.93
15/02/2015,Wales,19,Jim Hamilton,1982-11-17,32.25
28/02/2015,Italy,7,Blair Cowan,1986-04-21,28.86
28/02/2015,Italy,10,Pete Horne,1989-10-05,25.4
28/02/2015,Italy,13,Mark Bennett,1993-02-03,22.07
28/02/2015,Italy,1,Alasdair Dickinson,1983-09-11,31.47
28/02/2015,Italy,16,Fraser Brown,1989-06-20,25.69
28/02/2015,Italy,17,Ryan Grant,1985-10-08,29.39
28/02/2015,Italy,20,Hamish Watson,1991-10-15,23.37
28/02/2015,Italy,2,Ross Ford,1984-04-23,30.85
28/02/2015,Italy,14,Tommy Seymour,1988-07-01,26.66
28/02/2015,Italy,9,Greig Laidlaw,1985-10-12,29.38
28/02/2015,Italy,12,Alex Dunbar,1990-04-23,24.85
28/02/2015,Italy,18,Geoff Cross,1982-12-11,32.22
28/02/2015,Italy,6,Rob Harley,1990-05-26,24.76
28/02/2015,Italy,8,Johnnie Beattie,1985-11-21,29.27
28/02/2015,Italy,11,Sean Lamont,1981-01-15,34.12
28/02/2015,Italy,21,Sam Hidalgo-Clyne,1993-08-04,21.57
28/02/2015,Italy,3,Euan Murray,1980-08-07,34.56
28/02/2015,Italy,4,Tim Swinson,1987-02-17,28.03
28/02/2015,Italy,19,Ben Toolis,1992-03-31,22.91
28/02/2015,Italy,15,Stuart Hogg,1992-06-24,22.68
28/02/2015,Italy,22,Greig Tonks,1989-05-20,25.78
28/02/2015,Italy,23,Matt Scott,1990-09-30,24.41
28/02/2015,Italy,5,Jonny Gray,1994-03-14,20.96
14/03/2015,England,7,Blair Cowan,1986-04-21,28.9
14/03/2015,England,21,Adam Ashe,1993-07-24,21.64
14/03/2015,England,13,Mark Bennett,1993-02-03,22.11
14/03/2015,England,1,Alasdair Dickinson,1983-09-11,31.51
14/03/2015,England,16,Fraser Brown,1989-06-20,25.73
14/03/2015,England,17,Ryan Grant,1985-10-08,29.43
14/03/2015,England,2,Ross Ford,1984-04-23,30.89
14/03/2015,England,11,Tommy Seymour,1988-07-01,26.7
14/03/2015,England,9,Greig Laidlaw,1985-10-12,29.42
14/03/2015,England,18,Geoff Cross,1982-12-11,32.26
14/03/2015,England,10,Finn Russell,1992-09-23,22.47
14/03/2015,England,6,Rob Harley,1990-05-26,24.8
14/03/2015,England,20,Johnnie Beattie,1985-11-21,29.31
14/03/2015,England,14,Dougie Fife,1990-08-08,24.6
14/03/2015,England,22,Sam Hidalgo-Clyne,1993-08-04,21.61
14/03/2015,England,3,Euan Murray,1980-08-07,34.6
14/03/2015,England,19,Tim Swinson,1987-02-17,28.07
14/03/2015,England,8,David Denton,1990-02-05,25.1
14/03/2015,England,15,Stuart Hogg,1992-06-24,22.72
14/03/2015,England,23,Greig Tonks,1989-05-20,25.82
14/03/2015,England,12,Matt Scott,1990-09-30,24.45
14/03/2015,England,5,Jonny Gray,1994-03-14,21.0
14/03/2015,England,4,Jim Hamilton,1982-11-17,32.32
21/03/2015,Ireland,7,Blair Cowan,1986-04-21,28.92
21/03/2015,Ireland,23,Tim Visser,1987-05-29,27.81
21/03/2015,Ireland,6,Adam Ashe,1993-07-24,21.66
21/03/2015,Ireland,13,Mark Bennett,1993-02-03,22.13
21/03/2015,Ireland,17,Alasdair Dickinson,1983-09-11,31.52
21/03/2015,Ireland,16,Fraser Brown,1989-06-20,25.75
21/03/2015,Ireland,1,Ryan Grant,1985-10-08,29.45
21/03/2015,Ireland,2,Ross Ford,1984-04-23,30.91
21/03/2015,Ireland,11,Tommy Seymour,1988-07-01,26.72
21/03/2015,Ireland,9,Greig Laidlaw,1985-10-12,29.44
21/03/2015,Ireland,18,Geoff Cross,1982-12-11,32.27
21/03/2015,Ireland,10,Finn Russell,1992-09-23,22.49
21/03/2015,Ireland,20,Rob Harley,1990-05-26,24.82
21/03/2015,Ireland,14,Dougie Fife,1990-08-08,24.62
21/03/2015,Ireland,21,Sam Hidalgo-Clyne,1993-08-04,21.63
21/03/2015,Ireland,3,Euan Murray,1980-08-07,34.62
21/03/2015,Ireland,19,Tim Swinson,1987-02-17,28.09
21/03/2015,Ireland,8,David Denton,1990-02-05,25.12
21/03/2015,Ireland,15,Stuart Hogg,1992-06-24,22.74
21/03/2015,Ireland,22,Greig Tonks,1989-05-20,25.83
21/03/2015,Ireland,12,Matt Scott,1990-09-30,24.47
21/03/2015,Ireland,5,Jonny Gray,1994-03-14,21.02
21/03/2015,Ireland,4,Jim Hamilton,1982-11-17,32.34
15/08/2015,Ireland,6,Blair Cowan,1986-04-21,29.32
15/08/2015,Ireland,11,Tim Visser,1987-05-29,28.21
15/08/2015,Ireland,13,Richie Vernon,1987-07-07,28.11
15/08/2015,Ireland,20,John Barclay,1986-09-24,28.89
15/08/2015,Ireland,12,Pete Horne,1989-10-05,25.86
15/08/2015,Ireland,17,Gordon Reid,1987-03-04,28.45
15/08/2015,Ireland,2,Fraser Brown,1989-06-20,26.15
15/08/2015,Ireland,5,Grant Gilchrist,1990-08-09,25.02
15/08/2015,Ireland,1,Ryan Grant,1985-10-08,29.85
15/08/2015,Ireland,16,Ross Ford,1984-04-23,31.31
15/08/2015,Ireland,18,Mike Cusack,1984-11-07,30.77
15/08/2015,Ireland,19,Rob Harley,1990-05-26,25.22
15/08/2015,Ireland,14,Sean Lamont,1981-01-15,34.58
15/08/2015,Ireland,21,Sam Hidalgo-Clyne,1993-08-04,22.03
15/08/2015,Ireland,9,Henry Pyrgos,1989-07-09,26.1
15/08/2015,Ireland,8,David Denton,1990-02-05,25.52
15/08/2015,Ireland,15,Ruaridh Jackson,1988-02-12,27.51
15/08/2015,Ireland,10,Greig Tonks,1989-05-20,26.24
15/08/2015,Ireland,3,Jon Welsh,1986-10-13,28.84
15/08/2015,Ireland,23,Matt Scott,1990-09-30,24.87
15/08/2015,Ireland,22,Duncan Weir,1991-05-10,24.27
15/08/2015,Ireland,7,Hugh Blake,1992-09-10,22.93
15/08/2015,Ireland,4,Jim Hamilton,1982-11-17,32.74
22/08/2015,Italy,19,Kevin Bryce,1988-09-07,26.95
22/08/2015,Italy,13,Richie Vernon,1987-07-07,28.13
22/08/2015,Italy,8,Adam Ashe,1993-07-24,22.08
22/08/2015,Italy,7,John Hardie,1988-07-27,27.07
22/08/2015,Italy,23,Damien Hoyland,1994-01-11,21.61
22/08/2015,Italy,22,Pete Horne,1989-10-05,25.88
22/08/2015,Italy,1,Gordon Reid,1987-03-04,28.47
22/08/2015,Italy,17,Alasdair Dickinson,1983-09-11,31.95
22/08/2015,Italy,11,Rory Hughes,1993-03-04,22.47
22/08/2015,Italy,2,Stuart McInally,1990-08-09,25.04
22/08/2015,Italy,20,Hamish Watson,1991-10-15,23.85
22/08/2015,Italy,16,Ross Ford,1984-04-23,31.33
22/08/2015,Italy,3,Mike Cusack,1984-11-07,30.79
22/08/2015,Italy,4,Richie Gray,1989-08-24,25.99
22/08/2015,Italy,6,Alasdair Strokosch,1983-02-21,32.5
22/08/2015,Italy,14,Sean Lamont,1981-01-15,34.6
22/08/2015,Italy,9,Sam Hidalgo-Clyne,1993-08-04,22.05
22/08/2015,Italy,21,Henry Pyrgos,1989-07-09,26.12
22/08/2015,Italy,15,Greig Tonks,1989-05-20,26.26
22/08/2015,Italy,12,Matt Scott,1990-09-30,24.89
22/08/2015,Italy,18,WP Nel,1986-04-30,29.31
22/08/2015,Italy,10,Duncan Weir,1991-05-10,24.29
22/08/2015,Italy,5,Jim Hamilton,1982-11-17,32.76
29/08/2015,Italy,20,Blair Cowan,1986-04-21,29.36
29/08/2015,Italy,11,Tim Visser,1987-05-29,28.25
29/08/2015,Italy,7,John Barclay,1986-09-24,28.93
29/08/2015,Italy,12,Pete Horne,1989-10-05,25.9
29/08/2015,Italy,13,Mark Bennett,1993-02-03,22.57
29/08/2015,Italy,17,Gordon Reid,1987-03-04,28.49
29/08/2015,Italy,1,Alasdair Dickinson,1983-09-11,31.97
29/08/2015,Italy,5,Grant Gilchrist,1990-08-09,25.05
29/08/2015,Italy,16,Stuart McInally,1990-08-09,25.05
29/08/2015,Italy,2,Ross Ford,1984-04-23,31.35
29/08/2015,Italy,9,Greig Laidlaw,1985-10-12,29.88
29/08/2015,Italy,10,Finn Russell,1992-09-23,22.93
29/08/2015,Italy,19,Rob Harley,1990-05-26,25.26
29/08/2015,Italy,14,Sean Lamont,1981-01-15,34.62
29/08/2015,Italy,21,Henry Pyrgos,1989-07-09,26.14
29/08/2015,Italy,6,Ryan Wilson,1989-05-18,26.28
29/08/2015,Italy,8,David Denton,1990-02-05,25.56
29/08/2015,Italy,22,Ruaridh Jackson,1988-02-12,27.54
29/08/2015,Italy,15,Stuart Hogg,1992-06-24,23.18
29/08/2015,Italy,18,Jon Welsh,1986-10-13,28.88
29/08/2015,Italy,23,Matt Scott,1990-09-30,24.91
29/08/2015,Italy,3,WP Nel,1986-04-30,29.33
29/08/2015,Italy,4,Jonny Gray,1994-03-14,21.46
05/09/2015,France,11,Tim Visser,1987-05-29,28.27
05/09/2015,France,7,John Hardie,1988-07-27,27.11
05/09/2015,France,13,Mark Bennett,1993-02-03,22.58
05/09/2015,France,17,Gordon Reid,1987-03-04,28.51
05/09/2015,France,1,Alasdair Dickinson,1983-09-11,31.98
05/09/2015,France,16,Fraser Brown,1989-06-20,26.21
05/09/2015,France,15,Sean Maitland,1988-09-14,26.97
05/09/2015,France,2,Ross Ford,1984-04-23,31.37
05/09/2015,France,14,Tommy Seymour,1988-07-01,27.18
05/09/2015,France,9,Greig Laidlaw,1985-10-12,29.9
05/09/2015,France,10,Finn Russell,1992-09-23,22.95
05/09/2015,France,4,Richie Gray,1989-08-24,26.03
05/09/2015,France,20,Alasdair Strokosch,1983-02-21,32.54
05/09/2015,France,23,Sean Lamont,1981-01-15,34.64
05/09/2015,France,21,Sam Hidalgo-Clyne,1993-08-04,22.09
05/09/2015,France,19,Tim Swinson,1987-02-17,28.55
05/09/2015,France,6,Ryan Wilson,1989-05-18,26.3
05/09/2015,France,8,David Denton,1990-02-05,25.58
05/09/2015,France,18,Jon Welsh,1986-10-13,28.9
05/09/2015,France,12,Matt Scott,1990-09-30,24.93
05/09/2015,France,3,WP Nel,1986-04-30,29.35
05/09/2015,France,22,Duncan Weir,1991-05-10,24.32
05/09/2015,France,5,Jonny Gray,1994-03-14,21.48
23/09/2015,Japan,7,John Hardie,1988-07-27,27.16
23/09/2015,Japan,22,Pete Horne,1989-10-05,25.97
23/09/2015,Japan,13,Mark Bennett,1993-02-03,22.63
23/09/2015,Japan,1,Alasdair Dickinson,1983-09-11,32.03
23/09/2015,Japan,16,Fraser Brown,1989-06-20,26.26
23/09/2015,Japan,4,Grant Gilchrist,1990-08-09,25.12
23/09/2015,Japan,23,Sean Maitland,1988-09-14,27.02
23/09/2015,Japan,17,Ryan Grant,1985-10-08,29.96
23/09/2015,Japan,2,Ross Ford,1984-04-23,31.42
23/09/2015,Japan,14,Tommy Seymour,1988-07-01,27.23
23/09/2015,Japan,9,Greig Laidlaw,1985-10-12,29.95
23/09/2015,Japan,10,Finn Russell,1992-09-23,23.0
23/09/2015,Japan,19,Richie Gray,1989-08-24,26.08
23/09/2015,Japan,20,Josh Strauss,1986-10-23,28.92
23/09/2015,Japan,11,Sean Lamont,1981-01-15,34.69
23/09/2015,Japan,21,Henry Pyrgos,1989-07-09,26.21
23/09/2015,Japan,6,Ryan Wilson,1989-05-18,26.35
23/09/2015,Japan,8,David Denton,1990-02-05,25.63
23/09/2015,Japan,15,Stuart Hogg,1992-06-24,23.25
23/09/2015,Japan,18,Jon Welsh,1986-10-13,28.95
23/09/2015,Japan,12,Matt Scott,1990-09-30,24.98
23/09/2015,Japan,3,WP Nel,1986-04-30,29.4
23/09/2015,Japan,5,Jonny Gray,1994-03-14,21.53
27/09/2015,USA,16,Kevin Bryce,1988-09-07,27.05
27/09/2015,USA,11,Tim Visser,1987-05-29,28.33
27/09/2015,USA,12,Pete Horne,1989-10-05,25.98
27/09/2015,USA,13,Mark Bennett,1993-02-03,22.65
27/09/2015,USA,17,Alasdair Dickinson,1983-09-11,32.04
27/09/2015,USA,20,Fraser Brown,1989-06-20,26.27
27/09/2015,USA,5,Grant Gilchrist,1990-08-09,25.13
27/09/2015,USA,14,Sean Maitland,1988-09-14,27.03
27/09/2015,USA,1,Ryan Grant,1985-10-08,29.97
27/09/2015,USA,2,Ross Ford,1984-04-23,31.43
27/09/2015,USA,21,Greig Laidlaw,1985-10-12,29.96
27/09/2015,USA,10,Finn Russell,1992-09-23,23.01
27/09/2015,USA,4,Richie Gray,1989-08-24,26.09
27/09/2015,USA,8,Josh Strauss,1986-10-23,28.93
27/09/2015,USA,6,Alasdair Strokosch,1983-02-21,32.6
27/09/2015,USA,19,Tim Swinson,1987-02-17,28.61
27/09/2015,USA,9,Henry Pyrgos,1989-07-09,26.22
27/09/2015,USA,7,Ryan Wilson,1989-05-18,26.36
27/09/2015,USA,15,Stuart Hogg,1992-06-24,23.26
27/09/2015,USA,3,Jon Welsh,1986-10-13,28.96
27/09/2015,USA,23,Matt Scott,1990-09-30,24.99
27/09/2015,USA,18,WP Nel,1986-04-30,29.41
27/09/2015,USA,22,Duncan Weir,1991-05-10,24.38
03/10/2015,South Africa,7,Blair Cowan,1986-04-21,29.45
03/10/2015,South Africa,11,Tim Visser,1987-05-29,28.35
03/10/2015,South Africa,13,Richie Vernon,1987-07-07,28.24
03/10/2015,South Africa,22,Pete Horne,1989-10-05,25.99
03/10/2015,South Africa,1,Gordon Reid,1987-03-04,28.58
03/10/2015,South Africa,17,Alasdair Dickinson,1983-09-11,32.06
03/10/2015,South Africa,2,Fraser Brown,1989-06-20,26.29
03/10/2015,South Africa,16,Ross Ford,1984-04-23,31.44
03/10/2015,South Africa,14,Tommy Seymour,1988-07-01,27.26
03/10/2015,South Africa,9,Greig Laidlaw,1985-10-12,29.97
03/10/2015,South Africa,4,Richie Gray,1989-08-24,26.11
03/10/2015,South Africa,6,Josh Strauss,1986-10-23,28.95
03/10/2015,South Africa,23,Sean Lamont,1981-01-15,34.71
03/10/2015,South Africa,21,Sam Hidalgo-Clyne,1993-08-04,22.16
03/10/2015,South Africa,19,Tim Swinson,1987-02-17,28.62
03/10/2015,South Africa,20,Ryan Wilson,1989-05-18,26.38
03/10/2015,South Africa,8,David Denton,1990-02-05,25.66
03/10/2015,South Africa,15,Stuart Hogg,1992-06-24,23.27
03/10/2015,South Africa,18,Jon Welsh,1986-10-13,28.97
03/10/2015,South Africa,12,Matt Scott,1990-09-30,25.01
03/10/2015,South Africa,3,WP Nel,1986-04-30,29.43
03/10/2015,South Africa,10,Duncan Weir,1991-05-10,24.4
03/10/2015,South Africa,5,Jonny Gray,1994-03-14,21.56
10/10/2015,Samoa,7,John Hardie,1988-07-27,27.2
10/10/2015,Samoa,22,Pete Horne,1989-10-05,26.01
10/10/2015,Samoa,13,Mark Bennett,1993-02-03,22.68
10/10/2015,Samoa,17,Gordon Reid,1987-03-04,28.6
10/10/2015,Samoa,1,Alasdair Dickinson,1983-09-11,32.08
10/10/2015,Samoa,16,Fraser Brown,1989-06-20,26.31
10/10/2015,Samoa,14,Sean Maitland,1988-09-14,27.07
10/10/2015,Samoa,2,Ross Ford,1984-04-23,31.46
10/10/2015,Samoa,11,Tommy Seymour,1988-07-01,27.28
10/10/2015,Samoa,9,Greig Laidlaw,1985-10-12,29.99
10/10/2015,Samoa,10,Finn Russell,1992-09-23,23.04
10/10/2015,Samoa,4,Richie Gray,1989-08-24,26.13
10/10/2015,Samoa,20,Josh Strauss,1986-10-23,28.96
10/10/2015,Samoa,23,Sean Lamont,1981-01-15,34.73
10/10/2015,Samoa,19,Tim Swinson,1987-02-17,28.64
10/10/2015,Samoa,21,Henry Pyrgos,1989-07-09,26.25
10/10/2015,Samoa,6,Ryan Wilson,1989-05-18,26.4
10/10/2015,Samoa,8,David Denton,1990-02-05,25.68
10/10/2015,Samoa,15,Stuart Hogg,1992-06-24,23.29
10/10/2015,Samoa,18,Jon Welsh,1986-10-13,28.99
10/10/2015,Samoa,12,Matt Scott,1990-09-30,25.03
10/10/2015,Samoa,3,WP Nel,1986-04-30,29.45
10/10/2015,Samoa,5,Jonny Gray,1994-03-14,21.57
18/10/2015,Australia,6,Blair Cowan,1986-04-21,29.49
18/10/2015,Australia,22,Richie Vernon,1987-07-07,28.28
18/10/2015,Australia,7,John Hardie,1988-07-27,27.23
18/10/2015,Australia,12,Pete Horne,1989-10-05,26.03
18/10/2015,Australia,13,Mark Bennett,1993-02-03,22.7
18/10/2015,Australia,17,Gordon Reid,1987-03-04,28.62
18/10/2015,Australia,1,Alasdair Dickinson,1983-09-11,32.1
18/10/2015,Australia,16,Fraser Brown,1989-06-20,26.33
18/10/2015,Australia,14,Sean Maitland,1988-09-14,27.09
18/10/2015,Australia,2,Ross Ford,1984-04-23,31.49
18/10/2015,Australia,11,Tommy Seymour,1988-07-01,27.3
18/10/2015,Australia,9,Greig Laidlaw,1985-10-12,30.02
18/10/2015,Australia,10,Finn Russell,1992-09-23,23.07
18/10/2015,Australia,4,Richie Gray,1989-08-24,26.15
18/10/2015,Australia,20,Josh Strauss,1986-10-23,28.99
18/10/2015,Australia,23,Sean Lamont,1981-01-15,34.75
18/10/2015,Australia,19,Tim Swinson,1987-02-17,28.67
18/10/2015,Australia,21,Henry Pyrgos,1989-07-09,26.28
18/10/2015,Australia,8,David Denton,1990-02-05,25.7
18/10/2015,Australia,15,Stuart Hogg,1992-06-24,23.32
18/10/2015,Australia,18,Jon Welsh,1986-10-13,29.01
18/10/2015,Australia,3,WP Nel,1986-04-30,29.47
18/10/2015,Australia,5,Jonny Gray,1994-03-14,21.6
06/02/2016,England,20,Blair Cowan,1986-04-21,29.8
06/02/2016,England,23,Duncan Taylor,1989-09-05,26.42
06/02/2016,England,6,John Barclay,1986-09-24,29.37
06/02/2016,England,7,John Hardie,1988-07-27,27.53
06/02/2016,England,13,Mark Bennett,1993-02-03,23.01
06/02/2016,England,17,Gordon Reid,1987-03-04,28.93
06/02/2016,England,1,Alasdair Dickinson,1983-09-11,32.41
06/02/2016,England,14,Sean Maitland,1988-09-14,27.4
06/02/2016,England,16,Stuart McInally,1990-08-09,25.5
06/02/2016,England,2,Ross Ford,1984-04-23,31.79
06/02/2016,England,11,Tommy Seymour,1988-07-01,27.6
06/02/2016,England,9,Greig Laidlaw,1985-10-12,30.32
06/02/2016,England,10,Finn Russell,1992-09-23,23.37
06/02/2016,England,4,Richie Gray,1989-08-24,26.45
06/02/2016,England,18,Zander Fagerson,1996-01-19,20.05
06/02/2016,England,21,Sam Hidalgo-Clyne,1993-08-04,22.51
06/02/2016,England,19,Tim Swinson,1987-02-17,28.97
06/02/2016,England,8,David Denton,1990-02-05,26.0
06/02/2016,England,15,Stuart Hogg,1992-06-24,23.62
06/02/2016,England,12,Matt Scott,1990-09-30,25.35
06/02/2016,England,3,WP Nel,1986-04-30,29.77
06/02/2016,England,22,Duncan Weir,1991-05-10,24.75
06/02/2016,England,5,Jonny Gray,1994-03-14,21.9
13/02/2016,Wales,20,Blair Cowan,1986-04-21,29.82
13/02/2016,Wales,12,Duncan Taylor,1989-09-05,26.44
13/02/2016,Wales,6,John Barclay,1986-09-24,29.39
13/02/2016,Wales,7,John Hardie,1988-07-27,27.55
13/02/2016,Wales,13,Mark Bennett,1993-02-03,23.03
13/02/2016,Wales,17,Gordon Reid,1987-03-04,28.95
13/02/2016,Wales,1,Alasdair Dickinson,1983-09-11,32.43
13/02/2016,Wales,16,Stuart McInally,1990-08-09,25.51
13/02/2016,Wales,2,Ross Ford,1984-04-23,31.81
13/02/2016,Wales,11,Tommy Seymour,1988-07-01,27.62
13/02/2016,Wales,9,Greig Laidlaw,1985-10-12,30.34
13/02/2016,Wales,10,Finn Russell,1992-09-23,23.39
13/02/2016,Wales,4,Richie Gray,1989-08-24,26.47
13/02/2016,Wales,18,Zander Fagerson,1996-01-19,20.07
13/02/2016,Wales,14,Sean Lamont,1981-01-15,35.08
13/02/2016,Wales,21,Sam Hidalgo-Clyne,1993-08-04,22.53
13/02/2016,Wales,19,Tim Swinson,1987-02-17,28.99
13/02/2016,Wales,8,David Denton,1990-02-05,26.02
13/02/2016,Wales,23,Ruaridh Jackson,1988-02-12,28.0
13/02/2016,Wales,15,Stuart Hogg,1992-06-24,23.64
13/02/2016,Wales,3,WP Nel,1986-04-30,29.79
13/02/2016,Wales,22,Duncan Weir,1991-05-10,24.76
13/02/2016,Wales,5,Jonny Gray,1994-03-14,21.92
27/02/2016,Italy,12,Duncan Taylor,1989-09-05,26.48
27/02/2016,Italy,11,Tim Visser,1987-05-29,28.75
27/02/2016,Italy,6,John Barclay,1986-09-24,29.43
27/02/2016,Italy,7,John Hardie,1988-07-27,27.59
27/02/2016,Italy,22,Pete Horne,1989-10-05,26.4
27/02/2016,Italy,13,Mark Bennett,1993-02-03,23.06
27/02/2016,Italy,17,Rory Sutherland,1992-08-24,23.51
27/02/2016,Italy,1,Alasdair Dickinson,1983-09-11,32.46
27/02/2016,Italy,18,Moray Low,1984-11-28,31.25
27/02/2016,Italy,16,Stuart McInally,1990-08-09,25.55
27/02/2016,Italy,2,Ross Ford,1984-04-23,31.85
27/02/2016,Italy,14,Tommy Seymour,1988-07-01,27.66
27/02/2016,Italy,9,Greig Laidlaw,1985-10-12,30.38
27/02/2016,Italy,10,Finn Russell,1992-09-23,23.43
27/02/2016,Italy,4,Richie Gray,1989-08-24,26.51
27/02/2016,Italy,20,Josh Strauss,1986-10-23,29.35
27/02/2016,Italy,23,Sean Lamont,1981-01-15,35.12
27/02/2016,Italy,21,Sam Hidalgo-Clyne,1993-08-04,22.57
27/02/2016,Italy,19,Tim Swinson,1987-02-17,29.03
27/02/2016,Italy,8,Ryan Wilson,1989-05-18,26.78
27/02/2016,Italy,15,Stuart Hogg,1992-06-24,23.68
27/02/2016,Italy,3,WP Nel,1986-04-30,29.83
27/02/2016,Italy,5,Jonny Gray,1994-03-14,21.96
13/03/2016,France,5,Richie Gray,1989-08-24,26.55
13/03/2016,France,8,Josh Strauss,1986-10-23,29.39
13/03/2016,France,23,Sean Lamont,1981-01-15,35.16
13/03/2016,France,21,Sam Hidalgo-Clyne,1993-08-04,22.61
13/03/2016,France,19,Tim Swinson,1987-02-17,29.07
13/03/2016,France,20,Ryan Wilson,1989-05-18,26.82
13/03/2016,France,15,Stuart Hogg,1992-06-24,23.72
13/03/2016,France,3,WP Nel,1986-04-30,29.87
13/03/2016,France,4,Jonny Gray,1994-03-14,22.0
13/03/2016,France,13,Duncan Taylor,1989-09-05,26.52
13/03/2016,France,11,Tim Visser,1987-05-29,28.79
13/03/2016,France,6,John Barclay,1986-09-24,29.47
13/03/2016,France,7,John Hardie,1988-07-27,27.63
13/03/2016,France,22,Pete Horne,1989-10-05,26.44
13/03/2016,France,17,Rory Sutherland,1992-08-24,23.55
13/03/2016,France,1,Alasdair Dickinson,1983-09-11,32.5
13/03/2016,France,18,Moray Low,1984-11-28,31.29
13/03/2016,France,16,Stuart McInally,1990-08-09,25.59
13/03/2016,France,2,Ross Ford,1984-04-23,31.89
13/03/2016,France,14,Tommy Seymour,1988-07-01,27.7
13/03/2016,France,9,Greig Laidlaw,1985-10-12,30.42
13/03/2016,France,12,Alex Dunbar,1990-04-23,25.89
13/03/2016,France,10,Finn Russell,1992-09-23,23.47
19/03/2016,Ireland,13,Duncan Taylor,1989-09-05,26.54
19/03/2016,Ireland,11,Tim Visser,1987-05-29,28.81
19/03/2016,Ireland,6,John Barclay,1986-09-24,29.48
19/03/2016,Ireland,7,John Hardie,1988-07-27,27.64
19/03/2016,Ireland,22,Pete Horne,1989-10-05,26.45
19/03/2016,Ireland,17,Rory Sutherland,1992-08-24,23.57
19/03/2016,Ireland,1,Alasdair Dickinson,1983-09-11,32.52
19/03/2016,Ireland,18,Moray Low,1984-11-28,31.31
19/03/2016,Ireland,16,Stuart McInally,1990-08-09,25.61
19/03/2016,Ireland,2,Ross Ford,1984-04-23,31.9
19/03/2016,Ireland,14,Tommy Seymour,1988-07-01,27.72
19/03/2016,Ireland,9,Greig Laidlaw,1985-10-12,30.43
19/03/2016,Ireland,12,Alex Dunbar,1990-04-23,25.91
19/03/2016,Ireland,4,Richie Gray,1989-08-24,26.57
19/03/2016,Ireland,19,Rob Harley,1990-05-26,25.82
19/03/2016,Ireland,20,Josh Strauss,1986-10-23,29.41
19/03/2016,Ireland,23,Sean Lamont,1981-01-15,35.17
19/03/2016,Ireland,5,Tim Swinson,1987-02-17,29.08
19/03/2016,Ireland,21,Henry Pyrgos,1989-07-09,26.69
19/03/2016,Ireland,8,Ryan Wilson,1989-05-18,26.84
19/03/2016,Ireland,15,Stuart Hogg,1992-06-24,23.73
19/03/2016,Ireland,3,WP Nel,1986-04-30,29.89
19/03/2016,Ireland,10,Duncan Weir,1991-05-10,24.86
