date,opposition,shirt,player,dob,age_on_matchday
25/07/2015,New Zealand,23,Lionel Mapoe,1988-07-13,27.03
25/07/2015,New Zealand,4,Eben Etzebeth,1991-10-29,23.74
25/07/2015,New Zealand,9,Ruan Pienaar,1984-03-10,31.37
25/07/2015,New Zealand,19,Flip Van Der Merwe,1985-06-03,30.14
25/07/2015,New Zealand,20,Warren Whiteley,1987-09-18,27.85
25/07/2015,New Zealand,17,Trevor Nyakane,1989-05-04,26.22
25/07/2015,New Zealand,21,Cobus Reinach,1990-02-07,25.46
25/07/2015,New Zealand,18,Vincent Koch,1990-03-13,25.37
25/07/2015,New Zealand,15,Willie Le Roux,1989-08-18,25.93
25/07/2015,New Zealand,5,Lodewyk De Jager,1992-12-17,22.6
25/07/2015,New Zealand,8,Schalk Burger,1983-04-13,32.28
25/07/2015,New Zealand,7,Francois Louw,1985-06-15,30.11
08/08/2015,Argentina,17,Trevor Nyakane,1989-05-04,26.26
08/08/2015,Argentina,18,Marcel Van Der Merwe,1990-10-24,24.79
08/08/2015,Argentina,13,Jean De Villiers,1981-02-24,34.45
08/08/2015,Argentina,21,Cobus Reinach,1990-02-07,25.5
08/08/2015,Argentina,19,Pieter-Steph Du Toit,1992-08-20,22.97
08/08/2015,Argentina,3,Vincent Koch,1990-03-13,25.41
08/08/2015,Argentina,15,Willie Le Roux,1989-08-18,25.97
08/08/2015,Argentina,5,Lodewyk De Jager,1992-12-17,22.64
08/08/2015,Argentina,23,Lwazi Mvovo,1986-06-03,29.18
08/08/2015,Argentina,8,Schalk Burger,1983-04-13,32.32
08/08/2015,Argentina,11,Bryan Habana,1983-06-12,32.16
08/08/2015,Argentina,16,Adriaan Strauss,1985-11-18,29.72
08/08/2015,Argentina,10,Handre Pollard,1994-03-11,21.41
08/08/2015,Argentina,14,Jesse Kriel,1994-02-15,21.48
08/08/2015,Argentina,2,Bismarck Du Plessis,1984-05-22,31.21
08/08/2015,Argentina,22,Pat Lambie,1990-10-17,24.81
08/08/2015,Argentina,12,Damian de Allende,1991-11-25,23.7
08/08/2015,Argentina,1,Tendai Mtawarira,1985-08-01,30.02
08/08/2015,Argentina,6,Heinrich Brussow,1986-07-21,29.05
08/08/2015,Argentina,20,Siya Kolisi,1991-06-16,24.15
08/08/2015,Argentina,4,Eben Etzebeth,1991-10-29,23.78
08/08/2015,Argentina,9,Ruan Pienaar,1984-03-10,31.41
08/08/2015,Argentina,7,Marcell Coetzee,1991-05-08,24.25
15/08/2015,Argentina,11,Bryan Habana,1983-06-12,32.18
15/08/2015,Argentina,2,Adriaan Strauss,1985-11-18,29.74
15/08/2015,Argentina,16,Schalk Brits,1981-05-16,34.25
15/08/2015,Argentina,22,Handre Pollard,1994-03-11,21.43
15/08/2015,Argentina,18,Frans Malherbe,1991-03-14,24.42
15/08/2015,Argentina,23,Jan Serfontein,1993-04-15,22.33
15/08/2015,Argentina,13,Jesse Kriel,1994-02-15,21.5
15/08/2015,Argentina,10,Pat Lambie,1990-10-17,24.83
15/08/2015,Argentina,12,Damian de Allende,1991-11-25,23.72
15/08/2015,Argentina,17,Tendai Mtawarira,1985-08-01,30.04
15/08/2015,Argentina,6,Heinrich Brussow,1986-07-21,29.07
15/08/2015,Argentina,4,Eben Etzebeth,1991-10-29,23.8
15/08/2015,Argentina,9,Ruan Pienaar,1984-03-10,31.43
15/08/2015,Argentina,19,Flip Van Der Merwe,1985-06-03,30.2
15/08/2015,Argentina,5,Victor Matfield,1977-05-11,38.26
15/08/2015,Argentina,1,Trevor Nyakane,1989-05-04,26.28
15/08/2015,Argentina,3,Marcel Van Der Merwe,1990-10-24,24.81
15/08/2015,Argentina,21,Cobus Reinach,1990-02-07,25.52
15/08/2015,Argentina,20,Pieter-Steph Du Toit,1992-08-20,22.98
15/08/2015,Argentina,7,Willem Alberts,1984-05-11,31.26
15/08/2015,Argentina,15,Zane Kirchner,1984-06-16,31.16
15/08/2015,Argentina,14,Lwazi Mvovo,1986-06-03,29.2
15/08/2015,Argentina,8,Schalk Burger,1983-04-13,32.34
19/09/2015,Japan,3,Jannie Du Plessis,1982-11-16,32.84
19/09/2015,Japan,14,Bryan Habana,1983-06-12,32.27
19/09/2015,Japan,16,Adriaan Strauss,1985-11-18,29.83
19/09/2015,Japan,21,Fourie Du Preez,1982-03-24,33.49
19/09/2015,Japan,22,Handre Pollard,1994-03-11,21.53
19/09/2015,Japan,13,Jesse Kriel,1994-02-15,21.59
19/09/2015,Japan,2,Bismarck Du Plessis,1984-05-22,31.33
19/09/2015,Japan,10,Pat Lambie,1990-10-17,24.92
19/09/2015,Japan,1,Tendai Mtawarira,1985-08-01,30.13
19/09/2015,Japan,20,Siya Kolisi,1991-06-16,24.26
19/09/2015,Japan,19,Eben Etzebeth,1991-10-29,23.89
19/09/2015,Japan,9,Ruan Pienaar,1984-03-10,31.53
19/09/2015,Japan,18,Coenie Oosthuizen,1989-03-22,26.49
19/09/2015,Japan,5,Victor Matfield,1977-05-11,38.36
19/09/2015,Japan,17,Trevor Nyakane,1989-05-04,26.38
19/09/2015,Japan,12,Jean De Villiers,1981-02-24,34.57
19/09/2015,Japan,23,JP Pietersen,1986-07-12,29.19
19/09/2015,Japan,7,Pieter-Steph Du Toit,1992-08-20,23.08
19/09/2015,Japan,15,Zane Kirchner,1984-06-16,31.26
19/09/2015,Japan,4,Lodewyk De Jager,1992-12-17,22.75
19/09/2015,Japan,11,Lwazi Mvovo,1986-06-03,29.3
19/09/2015,Japan,8,Schalk Burger,1983-04-13,32.44
19/09/2015,Japan,6,Francois Louw,1985-06-15,30.26
26/09/2015,Samoa,3,Jannie Du Plessis,1982-11-16,32.86
26/09/2015,Samoa,11,Bryan Habana,1983-06-12,32.29
26/09/2015,Samoa,2,Adriaan Strauss,1985-11-18,29.85
26/09/2015,Samoa,16,Schalk Brits,1981-05-16,34.36
26/09/2015,Samoa,9,Fourie Du Preez,1982-03-24,33.51
26/09/2015,Samoa,10,Handre Pollard,1994-03-11,21.54
26/09/2015,Samoa,18,Frans Malherbe,1991-03-14,24.54
26/09/2015,Samoa,23,Jesse Kriel,1994-02-15,21.61
26/09/2015,Samoa,22,Pat Lambie,1990-10-17,24.94
26/09/2015,Samoa,12,Damian de Allende,1991-11-25,23.84
26/09/2015,Samoa,1,Tendai Mtawarira,1985-08-01,30.15
26/09/2015,Samoa,20,Siya Kolisi,1991-06-16,24.28
26/09/2015,Samoa,4,Eben Etzebeth,1991-10-29,23.91
26/09/2015,Samoa,21,Ruan Pienaar,1984-03-10,31.55
26/09/2015,Samoa,5,Victor Matfield,1977-05-11,38.38
26/09/2015,Samoa,17,Trevor Nyakane,1989-05-04,26.4
26/09/2015,Samoa,8,Duane Vermeulen,1986-07-03,29.23
26/09/2015,Samoa,13,Jean De Villiers,1981-02-24,34.59
26/09/2015,Samoa,14,JP Pietersen,1986-07-12,29.21
26/09/2015,Samoa,15,Willie Le Roux,1989-08-18,26.11
26/09/2015,Samoa,19,Lodewyk De Jager,1992-12-17,22.77
26/09/2015,Samoa,7,Schalk Burger,1983-04-13,32.46
26/09/2015,Samoa,6,Francois Louw,1985-06-15,30.28
03/10/2015,Scotland,3,Jannie Du Plessis,1982-11-16,32.88
03/10/2015,Scotland,11,Bryan Habana,1983-06-12,32.31
03/10/2015,Scotland,16,Adriaan Strauss,1985-11-18,29.87
03/10/2015,Scotland,9,Fourie Du Preez,1982-03-24,33.53
03/10/2015,Scotland,10,Handre Pollard,1994-03-11,21.56
03/10/2015,Scotland,18,Frans Malherbe,1991-03-14,24.56
03/10/2015,Scotland,23,Jan Serfontein,1993-04-15,22.47
03/10/2015,Scotland,13,Jesse Kriel,1994-02-15,21.63
03/10/2015,Scotland,2,Bismarck Du Plessis,1984-05-22,31.37
03/10/2015,Scotland,22,Pat Lambie,1990-10-17,24.96
03/10/2015,Scotland,12,Damian de Allende,1991-11-25,23.86
03/10/2015,Scotland,1,Tendai Mtawarira,1985-08-01,30.17
03/10/2015,Scotland,4,Eben Etzebeth,1991-10-29,23.93
03/10/2015,Scotland,21,Ruan Pienaar,1984-03-10,31.57
03/10/2015,Scotland,17,Trevor Nyakane,1989-05-04,26.42
03/10/2015,Scotland,8,Duane Vermeulen,1986-07-03,29.25
03/10/2015,Scotland,14,JP Pietersen,1986-07-12,29.23
03/10/2015,Scotland,19,Pieter-Steph Du Toit,1992-08-20,23.12
03/10/2015,Scotland,20,Willem Alberts,1984-05-11,31.4
03/10/2015,Scotland,15,Willie Le Roux,1989-08-18,26.13
03/10/2015,Scotland,5,Lodewyk De Jager,1992-12-17,22.79
03/10/2015,Scotland,7,Schalk Burger,1983-04-13,32.47
03/10/2015,Scotland,6,Francois Louw,1985-06-15,30.3
07/10/2015,USA,22,Morne Steyn,1984-07-11,31.24
07/10/2015,USA,21,Rudy Paige,1989-08-02,26.18
07/10/2015,USA,14,Bryan Habana,1983-06-12,32.32
07/10/2015,USA,16,Schalk Brits,1981-05-16,34.39
07/10/2015,USA,9,Fourie Du Preez,1982-03-24,33.54
07/10/2015,USA,10,Handre Pollard,1994-03-11,21.57
07/10/2015,USA,3,Frans Malherbe,1991-03-14,24.57
07/10/2015,USA,23,Jan Serfontein,1993-04-15,22.48
07/10/2015,USA,13,Jesse Kriel,1994-02-15,21.64
07/10/2015,USA,2,Bismarck Du Plessis,1984-05-22,31.38
07/10/2015,USA,12,Damian de Allende,1991-11-25,23.87
07/10/2015,USA,1,Tendai Mtawarira,1985-08-01,30.18
07/10/2015,USA,4,Eben Etzebeth,1991-10-29,23.94
07/10/2015,USA,18,Coenie Oosthuizen,1989-03-22,26.54
07/10/2015,USA,17,Trevor Nyakane,1989-05-04,26.43
07/10/2015,USA,8,Duane Vermeulen,1986-07-03,29.26
07/10/2015,USA,19,Pieter-Steph Du Toit,1992-08-20,23.13
07/10/2015,USA,20,Willem Alberts,1984-05-11,31.41
07/10/2015,USA,15,Willie Le Roux,1989-08-18,26.14
07/10/2015,USA,5,Lodewyk De Jager,1992-12-17,22.8
07/10/2015,USA,11,Lwazi Mvovo,1986-06-03,29.34
07/10/2015,USA,7,Schalk Burger,1983-04-13,32.49
07/10/2015,USA,6,Francois Louw,1985-06-15,30.31
17/10/2015,Wales,18,Jannie Du Plessis,1982-11-16,32.92
17/10/2015,Wales,11,Bryan Habana,1983-06-12,32.35
17/10/2015,Wales,16,Adriaan Strauss,1985-11-18,29.91
17/10/2015,Wales,9,Fourie Du Preez,1982-03-24,33.57
17/10/2015,Wales,10,Handre Pollard,1994-03-11,21.6
17/10/2015,Wales,3,Frans Malherbe,1991-03-14,24.59
17/10/2015,Wales,23,Jan Serfontein,1993-04-15,22.51
17/10/2015,Wales,13,Jesse Kriel,1994-02-15,21.67
17/10/2015,Wales,2,Bismarck Du Plessis,1984-05-22,31.4
17/10/2015,Wales,22,Pat Lambie,1990-10-17,25.0
17/10/2015,Wales,12,Damian de Allende,1991-11-25,23.89
17/10/2015,Wales,1,Tendai Mtawarira,1985-08-01,30.21
17/10/2015,Wales,4,Eben Etzebeth,1991-10-29,23.97
17/10/2015,Wales,21,Ruan Pienaar,1984-03-10,31.6
17/10/2015,Wales,17,Trevor Nyakane,1989-05-04,26.45
17/10/2015,Wales,8,Duane Vermeulen,1986-07-03,29.29
17/10/2015,Wales,14,JP Pietersen,1986-07-12,29.27
17/10/2015,Wales,19,Pieter-Steph Du Toit,1992-08-20,23.16
17/10/2015,Wales,20,Willem Alberts,1984-05-11,31.43
17/10/2015,Wales,15,Willie Le Roux,1989-08-18,26.16
17/10/2015,Wales,5,Lodewyk De Jager,1992-12-17,22.83
17/10/2015,Wales,7,Schalk Burger,1983-04-13,32.51
17/10/2015,Wales,6,Francois Louw,1985-06-15,30.34
24/10/2015,New Zealand,18,Jannie Du Plessis,1982-11-16,32.94
24/10/2015,New Zealand,11,Bryan Habana,1983-06-12,32.37
24/10/2015,New Zealand,16,Adriaan Strauss,1985-11-18,29.93
24/10/2015,New Zealand,9,Fourie Du Preez,1982-03-24,33.59
24/10/2015,New Zealand,10,Handre Pollard,1994-03-11,21.62
24/10/2015,New Zealand,3,Frans Malherbe,1991-03-14,24.61
24/10/2015,New Zealand,23,Jan Serfontein,1993-04-15,22.52
24/10/2015,New Zealand,13,Jesse Kriel,1994-02-15,21.69
24/10/2015,New Zealand,2,Bismarck Du Plessis,1984-05-22,31.42
24/10/2015,New Zealand,22,Pat Lambie,1990-10-17,25.02
24/10/2015,New Zealand,12,Damian de Allende,1991-11-25,23.91
24/10/2015,New Zealand,1,Tendai Mtawarira,1985-08-01,30.23
24/10/2015,New Zealand,4,Eben Etzebeth,1991-10-29,23.99
24/10/2015,New Zealand,21,Ruan Pienaar,1984-03-10,31.62
24/10/2015,New Zealand,19,Victor Matfield,1977-05-11,38.45
24/10/2015,New Zealand,17,Trevor Nyakane,1989-05-04,26.47
24/10/2015,New Zealand,8,Duane Vermeulen,1986-07-03,29.31
24/10/2015,New Zealand,14,JP Pietersen,1986-07-12,29.28
24/10/2015,New Zealand,20,Willem Alberts,1984-05-11,31.45
24/10/2015,New Zealand,15,Willie Le Roux,1989-08-18,26.18
24/10/2015,New Zealand,5,Lodewyk De Jager,1992-12-17,22.85
24/10/2015,New Zealand,7,Schalk Burger,1983-04-13,32.53
24/10/2015,New Zealand,6,Francois Louw,1985-06-15,30.36
30/10/2015,Argentina,18,Jannie Du Plessis,1982-11-16,32.95
30/10/2015,Argentina,21,Rudy Paige,1989-08-02,26.24
30/10/2015,Argentina,11,Bryan Habana,1983-06-12,32.38
30/10/2015,Argentina,16,Adriaan Strauss,1985-11-18,29.95
30/10/2015,Argentina,10,Handre Pollard,1994-03-11,21.64
30/10/2015,Argentina,3,Frans Malherbe,1991-03-14,24.63
30/10/2015,Argentina,23,Jan Serfontein,1993-04-15,22.54
30/10/2015,Argentina,13,Jesse Kriel,1994-02-15,21.7
30/10/2015,Argentina,2,Bismarck Du Plessis,1984-05-22,31.44
30/10/2015,Argentina,22,Pat Lambie,1990-10-17,25.04
30/10/2015,Argentina,12,Damian de Allende,1991-11-25,23.93
30/10/2015,Argentina,1,Tendai Mtawarira,1985-08-01,30.25
30/10/2015,Argentina,4,Eben Etzebeth,1991-10-29,24.0
30/10/2015,Argentina,9,Ruan Pienaar,1984-03-10,31.64
30/10/2015,Argentina,5,Victor Matfield,1977-05-11,38.47
30/10/2015,Argentina,17,Trevor Nyakane,1989-05-04,26.49
30/10/2015,Argentina,8,Duane Vermeulen,1986-07-03,29.33
30/10/2015,Argentina,14,JP Pietersen,1986-07-12,29.3
30/10/2015,Argentina,20,Willem Alberts,1984-05-11,31.47
30/10/2015,Argentina,15,Willie Le Roux,1989-08-18,26.2
30/10/2015,Argentina,19,Lodewyk De Jager,1992-12-17,22.87
30/10/2015,Argentina,7,Schalk Burger,1983-04-13,32.55
30/10/2015,Argentina,6,Francois Louw,1985-06-15,30.37
11/06/2016,Ireland,22,Elton Jantjies,1990-08-01,25.86
11/06/2016,Ireland,21,Rudy Paige,1989-08-02,26.86
11/06/2016,Ireland,2,Adriaan Strauss,1985-11-18,30.56
11/06/2016,Ireland,3,Frans Malherbe,1991-03-14,25.25
11/06/2016,Ireland,23,Jesse Kriel,1994-02-15,22.32
11/06/2016,Ireland,10,Pat Lambie,1990-10-17,25.65
11/06/2016,Ireland,12,Damian de Allende,1991-11-25,24.55
11/06/2016,Ireland,1,Tendai Mtawarira,1985-08-01,30.86
11/06/2016,Ireland,7,Siya Kolisi,1991-06-16,24.99
11/06/2016,Ireland,16,Mbongeni Mbonambi,1991-01-07,25.43
11/06/2016,Ireland,9,Faf de Klerk,1991-10-19,24.65
11/06/2016,Ireland,13,Lionel Mapoe,1988-07-13,27.91
11/06/2016,Ireland,4,Eben Etzebeth,1991-10-29,24.62
11/06/2016,Ireland,20,Warren Whiteley,1987-09-18,28.73
11/06/2016,Ireland,17,Trevor Nyakane,1989-05-04,27.11
11/06/2016,Ireland,8,Duane Vermeulen,1986-07-03,29.94
11/06/2016,Ireland,14,JP Pietersen,1986-07-12,29.92
11/06/2016,Ireland,19,Pieter-Steph Du Toit,1992-08-20,23.81
11/06/2016,Ireland,15,Willie Le Roux,1989-08-18,26.82
11/06/2016,Ireland,5,Lodewyk De Jager,1992-12-17,23.48
11/06/2016,Ireland,18,Julian Redelinghuys,1989-09-11,26.75
11/06/2016,Ireland,11,Lwazi Mvovo,1986-06-03,30.02
11/06/2016,Ireland,6,Francois Louw,1985-06-15,30.99
18/06/2016,Ireland,10,Elton Jantjies,1990-08-01,25.88
18/06/2016,Ireland,22,Morne Steyn,1984-07-11,31.94
18/06/2016,Ireland,21,Rudy Paige,1989-08-02,26.88
18/06/2016,Ireland,2,Adriaan Strauss,1985-11-18,30.58
18/06/2016,Ireland,3,Frans Malherbe,1991-03-14,25.27
18/06/2016,Ireland,12,Damian de Allende,1991-11-25,24.56
18/06/2016,Ireland,1,Tendai Mtawarira,1985-08-01,30.88
18/06/2016,Ireland,7,Siya Kolisi,1991-06-16,25.01
18/06/2016,Ireland,16,Mbongeni Mbonambi,1991-01-07,25.45
18/06/2016,Ireland,9,Faf de Klerk,1991-10-19,24.67
18/06/2016,Ireland,13,Lionel Mapoe,1988-07-13,27.93
18/06/2016,Ireland,4,Eben Etzebeth,1991-10-29,24.64
18/06/2016,Ireland,19,Franco Mostert,1990-11-27,25.56
18/06/2016,Ireland,20,Warren Whiteley,1987-09-18,28.75
18/06/2016,Ireland,17,Trevor Nyakane,1989-05-04,27.12
18/06/2016,Ireland,8,Duane Vermeulen,1986-07-03,29.96
18/06/2016,Ireland,14,JP Pietersen,1986-07-12,29.94
18/06/2016,Ireland,5,Pieter-Steph Du Toit,1992-08-20,23.83
18/06/2016,Ireland,23,Ruan Combrinck,1990-05-10,26.11
18/06/2016,Ireland,15,Willie Le Roux,1989-08-18,26.83
18/06/2016,Ireland,18,Julian Redelinghuys,1989-09-11,26.77
18/06/2016,Ireland,11,Lwazi Mvovo,1986-06-03,30.04
18/06/2016,Ireland,6,Francois Louw,1985-06-15,31.01
25/06/2016,Ireland,10,Elton Jantjies,1990-08-01,25.9
25/06/2016,Ireland,22,Morne Steyn,1984-07-11,31.96
25/06/2016,Ireland,21,Rudy Paige,1989-08-02,26.9
25/06/2016,Ireland,2,Adriaan Strauss,1985-11-18,30.6
25/06/2016,Ireland,3,Frans Malherbe,1991-03-14,25.28
25/06/2016,Ireland,12,Damian de Allende,1991-11-25,24.58
25/06/2016,Ireland,1,Tendai Mtawarira,1985-08-01,30.9
25/06/2016,Ireland,7,Siya Kolisi,1991-06-16,25.03
25/06/2016,Ireland,16,Mbongeni Mbonambi,1991-01-07,25.47
25/06/2016,Ireland,9,Faf de Klerk,1991-10-19,24.68
25/06/2016,Ireland,13,Lionel Mapoe,1988-07-13,27.95
25/06/2016,Ireland,4,Eben Etzebeth,1991-10-29,24.66
25/06/2016,Ireland,19,Franco Mostert,1990-11-27,25.58
25/06/2016,Ireland,8,Warren Whiteley,1987-09-18,28.77
25/06/2016,Ireland,11,JP Pietersen,1986-07-12,29.96
25/06/2016,Ireland,5,Pieter-Steph Du Toit,1992-08-20,23.85
25/06/2016,Ireland,20,Jaco Kriel,1989-08-21,26.85
25/06/2016,Ireland,14,Ruan Combrinck,1990-05-10,26.13
25/06/2016,Ireland,15,Willie Le Roux,1989-08-18,26.85
25/06/2016,Ireland,18,Julian Redelinghuys,1989-09-11,26.79
25/06/2016,Ireland,17,Steven Kitshoff,1992-02-10,24.37
25/06/2016,Ireland,23,Lwazi Mvovo,1986-06-03,30.06
25/06/2016,Ireland,6,Francois Louw,1985-06-15,31.03
20/08/2016,Argentina,10,Elton Jantjies,1990-08-01,26.05
20/08/2016,Argentina,21,Rudy Paige,1989-08-02,27.05
20/08/2016,Argentina,11,Bryan Habana,1983-06-12,33.19
20/08/2016,Argentina,2,Adriaan Strauss,1985-11-18,30.75
20/08/2016,Argentina,7,Teboho Mohoje,1990-08-03,26.05
20/08/2016,Argentina,23,Jesse Kriel,1994-02-15,22.51
20/08/2016,Argentina,15,Johan Goosen,1992-07-27,24.07
20/08/2016,Argentina,12,Damian de Allende,1991-11-25,24.74
20/08/2016,Argentina,1,Tendai Mtawarira,1985-08-01,31.05
20/08/2016,Argentina,16,Mbongeni Mbonambi,1991-01-07,25.62
20/08/2016,Argentina,9,Faf de Klerk,1991-10-19,24.84
20/08/2016,Argentina,13,Lionel Mapoe,1988-07-13,28.1
20/08/2016,Argentina,4,Eben Etzebeth,1991-10-29,24.81
20/08/2016,Argentina,8,Warren Whiteley,1987-09-18,28.92
20/08/2016,Argentina,19,Pieter-Steph Du Toit,1992-08-20,24.0
20/08/2016,Argentina,20,Jaco Kriel,1989-08-21,27.0
20/08/2016,Argentina,18,Vincent Koch,1990-03-13,26.44
20/08/2016,Argentina,14,Ruan Combrinck,1990-05-10,26.28
20/08/2016,Argentina,22,Juan de Jongh,1988-04-15,28.35
20/08/2016,Argentina,5,Lodewyk De Jager,1992-12-17,23.67
20/08/2016,Argentina,3,Julian Redelinghuys,1989-09-11,26.94
20/08/2016,Argentina,17,Steven Kitshoff,1992-02-10,24.53
20/08/2016,Argentina,6,Francois Louw,1985-06-15,31.18
27/08/2016,Argentina,10,Elton Jantjies,1990-08-01,26.07
27/08/2016,Argentina,22,Morne Steyn,1984-07-11,32.13
27/08/2016,Argentina,21,Rudy Paige,1989-08-02,27.07
27/08/2016,Argentina,11,Bryan Habana,1983-06-12,33.21
27/08/2016,Argentina,2,Adriaan Strauss,1985-11-18,30.77
27/08/2016,Argentina,7,Teboho Mohoje,1990-08-03,26.07
27/08/2016,Argentina,23,Jesse Kriel,1994-02-15,22.53
27/08/2016,Argentina,15,Johan Goosen,1992-07-27,24.09
27/08/2016,Argentina,12,Damian de Allende,1991-11-25,24.76
27/08/2016,Argentina,1,Tendai Mtawarira,1985-08-01,31.07
27/08/2016,Argentina,16,Mbongeni Mbonambi,1991-01-07,25.64
27/08/2016,Argentina,9,Faf de Klerk,1991-10-19,24.86
27/08/2016,Argentina,13,Lionel Mapoe,1988-07-13,28.12
27/08/2016,Argentina,4,Eben Etzebeth,1991-10-29,24.83
27/08/2016,Argentina,8,Warren Whiteley,1987-09-18,28.94
27/08/2016,Argentina,18,Lourens Adriaanse,1988-02-05,28.56
27/08/2016,Argentina,19,Pieter-Steph Du Toit,1992-08-20,24.02
27/08/2016,Argentina,20,Jaco Kriel,1989-08-21,27.02
27/08/2016,Argentina,3,Vincent Koch,1990-03-13,26.46
27/08/2016,Argentina,14,Ruan Combrinck,1990-05-10,26.3
27/08/2016,Argentina,5,Lodewyk De Jager,1992-12-17,23.69
27/08/2016,Argentina,17,Steven Kitshoff,1992-02-10,24.55
27/08/2016,Argentina,6,Francois Louw,1985-06-15,31.2
10/09/2016,Australia,10,Elton Jantjies,1990-08-01,26.11
10/09/2016,Australia,22,Morne Steyn,1984-07-11,32.17
10/09/2016,Australia,14,Bryan Habana,1983-06-12,33.25
10/09/2016,Australia,2,Adriaan Strauss,1985-11-18,30.81
10/09/2016,Australia,7,Teboho Mohoje,1990-08-03,26.11
10/09/2016,Australia,11,Francois Hougaard,1988-04-06,28.43
10/09/2016,Australia,13,Jesse Kriel,1994-02-15,22.57
10/09/2016,Australia,15,Johan Goosen,1992-07-27,24.12
10/09/2016,Australia,1,Tendai Mtawarira,1985-08-01,31.11
10/09/2016,Australia,16,Mbongeni Mbonambi,1991-01-07,25.68
10/09/2016,Australia,9,Faf de Klerk,1991-10-19,24.9
10/09/2016,Australia,23,Lionel Mapoe,1988-07-13,28.16
10/09/2016,Australia,4,Eben Etzebeth,1991-10-29,24.87
10/09/2016,Australia,19,Franco Mostert,1990-11-27,25.79
10/09/2016,Australia,8,Warren Whiteley,1987-09-18,28.98
10/09/2016,Australia,18,Trevor Nyakane,1989-05-04,27.35
10/09/2016,Australia,3,Lourens Adriaanse,1988-02-05,28.6
10/09/2016,Australia,20,Pieter-Steph Du Toit,1992-08-20,24.06
10/09/2016,Australia,21,Jaco Kriel,1989-08-21,27.06
10/09/2016,Australia,12,Juan de Jongh,1988-04-15,28.41
10/09/2016,Australia,5,Lodewyk De Jager,1992-12-17,23.73
10/09/2016,Australia,17,Steven Kitshoff,1992-02-10,24.58
10/09/2016,Australia,6,Francois Louw,1985-06-15,31.24
17/09/2016,New Zealand,10,Elton Jantjies,1990-08-01,26.13
17/09/2016,New Zealand,22,Morne Steyn,1984-07-11,32.19
17/09/2016,New Zealand,14,Bryan Habana,1983-06-12,33.27
17/09/2016,New Zealand,2,Adriaan Strauss,1985-11-18,30.83
17/09/2016,New Zealand,7,Teboho Mohoje,1990-08-03,26.13
17/09/2016,New Zealand,11,Francois Hougaard,1988-04-06,28.45
17/09/2016,New Zealand,13,Jesse Kriel,1994-02-15,22.59
17/09/2016,New Zealand,15,Johan Goosen,1992-07-27,24.14
17/09/2016,New Zealand,23,Damian de Allende,1991-11-25,24.81
17/09/2016,New Zealand,1,Tendai Mtawarira,1985-08-01,31.13
17/09/2016,New Zealand,9,Faf de Klerk,1991-10-19,24.91
17/09/2016,New Zealand,4,Eben Etzebeth,1991-10-29,24.89
17/09/2016,New Zealand,19,Franco Mostert,1990-11-27,25.81
17/09/2016,New Zealand,8,Warren Whiteley,1987-09-18,29.0
17/09/2016,New Zealand,16,Malcolm Marx,1994-07-13,22.18
