date,opposition,shirt,player,dob,age_on_matchday
23/09/2015,Romania,23,Mathieu Bastareaud,1988-09-17,27.01
23/09/2015,Romania,1,Vincent Debaty,1981-10-02,33.97
23/09/2015,Romania,3,Uini Atonio,1990-03-26,25.5
23/09/2015,Romania,14,Sofiane Guitoune,1989-03-27,26.49
23/09/2015,Romania,17,Eddy Ben Arous,1990-08-25,25.08
23/09/2015,Romania,10,Remi Tales,1984-05-02,31.39
23/09/2015,Romania,2,Dimitri Szarzewski,1983-01-26,32.66
23/09/2015,Romania,21,Rory Kockott,1986-06-25,29.25
23/09/2015,Romania,11,Noa Nakaitaci,1990-07-11,25.2
23/09/2015,Romania,7,Fulgence Ouedraogo,1986-07-21,29.18
01/10/2015,Canada,14,Remy Grosso,1988-12-04,26.82
01/10/2015,Canada,9,Sebastien Tillous-Borde,1985-04-29,30.42
01/10/2015,Canada,18,Nicolas Mas,1980-05-23,35.36
01/10/2015,Canada,15,Scott Spedding,1986-05-04,29.41
01/10/2015,Canada,23,Alexandre Dumoulin,1989-08-24,26.1
01/10/2015,Canada,16,Benjamin Kayser,1984-07-26,31.18
01/10/2015,Canada,6,Thierry Dusautoir,1981-11-18,33.87
01/10/2015,Canada,4,Pascal Pape,1980-10-05,34.99
01/10/2015,Canada,7,Bernard Le Roux,1989-06-04,26.32
01/10/2015,Canada,8,Damien Chouly,1985-11-27,29.84
01/10/2015,Canada,19,Yannick Nyanga,1983-12-19,31.78
01/10/2015,Canada,21,Morgan Parra,1988-11-15,26.88
01/10/2015,Canada,10,Frederic Michalak,1982-10-16,32.96
01/10/2015,Canada,12,Wesley Fofana,1988-01-20,27.7
01/10/2015,Canada,11,Brice Dulin,1990-04-13,25.47
01/10/2015,Canada,2,Guilhem Guirado,1986-06-17,29.29
01/10/2015,Canada,3,Rabah Slimani,1989-10-18,25.95
01/10/2015,Canada,5,Yoann Maestri,1988-01-14,27.71
01/10/2015,Canada,13,Mathieu Bastareaud,1988-09-17,27.04
01/10/2015,Canada,17,Vincent Debaty,1981-10-02,34.0
01/10/2015,Canada,1,Eddy Ben Arous,1990-08-25,25.1
01/10/2015,Canada,22,Remi Tales,1984-05-02,31.41
01/10/2015,Canada,20,Fulgence Ouedraogo,1986-07-21,29.2
11/10/2015,Ireland,9,Sebastien Tillous-Borde,1985-04-29,30.45
11/10/2015,Ireland,19,Alexandre Flanquart,1989-10-09,26.0
11/10/2015,Ireland,18,Nicolas Mas,1980-05-23,35.38
11/10/2015,Ireland,15,Scott Spedding,1986-05-04,29.44
11/10/2015,Ireland,23,Alexandre Dumoulin,1989-08-24,26.13
11/10/2015,Ireland,16,Benjamin Kayser,1984-07-26,31.21
11/10/2015,Ireland,6,Thierry Dusautoir,1981-11-18,33.9
11/10/2015,Ireland,4,Pascal Pape,1980-10-05,35.02
11/10/2015,Ireland,20,Bernard Le Roux,1989-06-04,26.35
11/10/2015,Ireland,7,Damien Chouly,1985-11-27,29.87
11/10/2015,Ireland,21,Morgan Parra,1988-11-15,26.9
11/10/2015,Ireland,10,Frederic Michalak,1982-10-16,32.99
11/10/2015,Ireland,12,Wesley Fofana,1988-01-20,27.72
11/10/2015,Ireland,11,Brice Dulin,1990-04-13,25.5
11/10/2015,Ireland,2,Guilhem Guirado,1986-06-17,29.32
11/10/2015,Ireland,3,Rabah Slimani,1989-10-18,25.98
11/10/2015,Ireland,8,Louis Picamoles,1986-02-05,29.68
11/10/2015,Ireland,5,Yoann Maestri,1988-01-14,27.74
11/10/2015,Ireland,13,Mathieu Bastareaud,1988-09-17,27.06
11/10/2015,Ireland,17,Vincent Debaty,1981-10-02,34.02
11/10/2015,Ireland,1,Eddy Ben Arous,1990-08-25,25.13
11/10/2015,Ireland,22,Remi Tales,1984-05-02,31.44
11/10/2015,Ireland,14,Noa Nakaitaci,1990-07-11,25.25
17/10/2015,New Zealand,18,Nicolas Mas,1980-05-23,35.4
17/10/2015,New Zealand,15,Scott Spedding,1986-05-04,29.45
17/10/2015,New Zealand,13,Alexandre Dumoulin,1989-08-24,26.15
17/10/2015,New Zealand,6,Thierry Dusautoir,1981-11-18,33.91
17/10/2015,New Zealand,4,Pascal Pape,1980-10-05,35.03
17/10/2015,New Zealand,7,Bernard Le Roux,1989-06-04,26.37
17/10/2015,New Zealand,19,Damien Chouly,1985-11-27,29.89
17/10/2015,New Zealand,20,Yannick Nyanga,1983-12-19,31.83
17/10/2015,New Zealand,9,Morgan Parra,1988-11-15,26.92
17/10/2015,New Zealand,10,Frederic Michalak,1982-10-16,33.0
17/10/2015,New Zealand,12,Wesley Fofana,1988-01-20,27.74
17/10/2015,New Zealand,11,Brice Dulin,1990-04-13,25.51
17/10/2015,New Zealand,2,Guilhem Guirado,1986-06-17,29.33
17/10/2015,New Zealand,3,Rabah Slimani,1989-10-18,26.0
17/10/2015,New Zealand,8,Louis Picamoles,1986-02-05,29.7
17/10/2015,New Zealand,5,Yoann Maestri,1988-01-14,27.76
17/10/2015,New Zealand,23,Mathieu Bastareaud,1988-09-17,27.08
17/10/2015,New Zealand,17,Vincent Debaty,1981-10-02,34.04
17/10/2015,New Zealand,1,Eddy Ben Arous,1990-08-25,25.14
17/10/2015,New Zealand,22,Remi Tales,1984-05-02,31.46
17/10/2015,New Zealand,16,Dimitri Szarzewski,1983-01-26,32.72
17/10/2015,New Zealand,21,Rory Kockott,1986-06-25,29.31
17/10/2015,New Zealand,14,Noa Nakaitaci,1990-07-11,25.27
06/02/2016,Italy,16,Camille Chat,1995-12-18,20.14
06/02/2016,Italy,19,Alexandre Flanquart,1989-10-09,26.33
06/02/2016,Italy,22,Jean Marc Doussain,1991-02-12,24.98
06/02/2016,Italy,10,Jules Plisson,1991-08-20,24.47
06/02/2016,Italy,13,Gael Fickou,1994-03-26,21.87
06/02/2016,Italy,14,Hugo Bonneval,1990-11-19,25.22
06/02/2016,Italy,7,Damien Chouly,1985-11-27,30.19
06/02/2016,Italy,23,Maxime Mermoz,1986-07-28,29.53
06/02/2016,Italy,2,Guilhem Guirado,1986-06-17,29.64
06/02/2016,Italy,3,Rabah Slimani,1989-10-18,26.3
06/02/2016,Italy,8,Louis Picamoles,1986-02-05,30.0
06/02/2016,Italy,5,Yoann Maestri,1988-01-14,28.06
06/02/2016,Italy,9,Sebastien Bezy,1991-11-22,24.21
06/02/2016,Italy,17,Uini Atonio,1990-03-26,25.87
06/02/2016,Italy,6,Wenceslas Lauret,1989-03-28,26.86
06/02/2016,Italy,20,Yacouba Camara,1994-06-02,21.68
06/02/2016,Italy,1,Eddy Ben Arous,1990-08-25,25.45
06/02/2016,Italy,21,Maxime Machenaud,1988-12-30,27.1
06/02/2016,Italy,18,Jefferson Poirot,1992-11-01,23.26
06/02/2016,Italy,4,Paul Jedrasiak,1993-02-06,23.0
06/02/2016,Italy,11,Virimi Vakatawa,1992-05-01,23.77
06/02/2016,Italy,15,Maxime Medard,1986-11-16,29.22
06/02/2016,Italy,12,Jonathan Danty,1992-10-07,23.33
13/02/2016,Ireland,16,Camille Chat,1995-12-18,20.16
13/02/2016,Ireland,4,Alexandre Flanquart,1989-10-09,26.35
13/02/2016,Ireland,22,Jean Marc Doussain,1991-02-12,25.0
13/02/2016,Ireland,14,Teddy Thomas,1993-09-18,22.4
13/02/2016,Ireland,10,Jules Plisson,1991-08-20,24.49
13/02/2016,Ireland,23,Hugo Bonneval,1990-11-19,25.24
13/02/2016,Ireland,20,Loann Goujon,1989-04-23,26.81
13/02/2016,Ireland,8,Damien Chouly,1985-11-27,30.21
13/02/2016,Ireland,13,Maxime Mermoz,1986-07-28,29.55
13/02/2016,Ireland,2,Guilhem Guirado,1986-06-17,29.66
13/02/2016,Ireland,17,Rabah Slimani,1989-10-18,26.32
13/02/2016,Ireland,5,Yoann Maestri,1988-01-14,28.08
13/02/2016,Ireland,9,Sebastien Bezy,1991-11-22,24.23
13/02/2016,Ireland,3,Uini Atonio,1990-03-26,25.89
13/02/2016,Ireland,6,Wenceslas Lauret,1989-03-28,26.88
13/02/2016,Ireland,7,Yacouba Camara,1994-06-02,21.7
13/02/2016,Ireland,18,Eddy Ben Arous,1990-08-25,25.47
13/02/2016,Ireland,21,Maxime Machenaud,1988-12-30,27.12
13/02/2016,Ireland,1,Jefferson Poirot,1992-11-01,23.28
13/02/2016,Ireland,19,Paul Jedrasiak,1993-02-06,23.02
13/02/2016,Ireland,11,Virimi Vakatawa,1992-05-01,23.79
13/02/2016,Ireland,15,Maxime Medard,1986-11-16,29.24
13/02/2016,Ireland,12,Jonathan Danty,1992-10-07,23.35
26/02/2016,Wales,16,Camille Chat,1995-12-18,20.19
26/02/2016,Wales,7,Antoine Burban,1987-07-22,28.6
26/02/2016,Wales,5,Alexandre Flanquart,1989-10-09,26.38
26/02/2016,Wales,11,Djibril Camara,1989-06-22,26.68
26/02/2016,Wales,10,Jules Plisson,1991-08-20,24.52
26/02/2016,Wales,23,Gael Fickou,1994-03-26,21.92
26/02/2016,Wales,20,Loann Goujon,1989-04-23,26.85
26/02/2016,Wales,8,Damien Chouly,1985-11-27,30.25
26/02/2016,Wales,13,Maxime Mermoz,1986-07-28,29.58
26/02/2016,Wales,2,Guilhem Guirado,1986-06-17,29.7
26/02/2016,Wales,3,Rabah Slimani,1989-10-18,26.36
26/02/2016,Wales,19,Yoann Maestri,1988-01-14,28.12
26/02/2016,Wales,21,Sebastien Bezy,1991-11-22,24.26
26/02/2016,Wales,17,Uini Atonio,1990-03-26,25.92
26/02/2016,Wales,6,Wenceslas Lauret,1989-03-28,26.92
26/02/2016,Wales,18,Vincent Pelo,1988-04-22,27.85
26/02/2016,Wales,9,Maxime Machenaud,1988-12-30,27.16
26/02/2016,Wales,1,Jefferson Poirot,1992-11-01,23.32
26/02/2016,Wales,4,Paul Jedrasiak,1993-02-06,23.05
26/02/2016,Wales,14,Virimi Vakatawa,1992-05-01,23.82
26/02/2016,Wales,22,Francois Trinh-Duc,1986-11-11,29.29
26/02/2016,Wales,15,Maxime Medard,1986-11-16,29.28
26/02/2016,Wales,12,Jonathan Danty,1992-10-07,23.39
13/03/2016,Scotland,16,Camille Chat,1995-12-18,20.24
13/03/2016,Scotland,4,Alexandre Flanquart,1989-10-09,26.43
13/03/2016,Scotland,15,Scott Spedding,1986-05-04,29.86
13/03/2016,Scotland,22,Jules Plisson,1991-08-20,24.56
13/03/2016,Scotland,19,Sebastien Vahaamahina,1991-10-21,24.39
13/03/2016,Scotland,13,Gael Fickou,1994-03-26,21.97
13/03/2016,Scotland,20,Loann Goujon,1989-04-23,26.89
13/03/2016,Scotland,8,Damien Chouly,1985-11-27,30.29
13/03/2016,Scotland,12,Maxime Mermoz,1986-07-28,29.63
13/03/2016,Scotland,14,Wesley Fofana,1988-01-20,28.15
13/03/2016,Scotland,2,Guilhem Guirado,1986-06-17,29.74
13/03/2016,Scotland,3,Rabah Slimani,1989-10-18,26.4
13/03/2016,Scotland,5,Yoann Maestri,1988-01-14,28.16
13/03/2016,Scotland,21,Sebastien Bezy,1991-11-22,24.31
13/03/2016,Scotland,18,Uini Atonio,1990-03-26,25.97
13/03/2016,Scotland,7,Wenceslas Lauret,1989-03-28,26.96
13/03/2016,Scotland,6,Yacouba Camara,1994-06-02,21.78
13/03/2016,Scotland,17,Vincent Pelo,1988-04-22,27.89
13/03/2016,Scotland,9,Maxime Machenaud,1988-12-30,27.2
13/03/2016,Scotland,1,Jefferson Poirot,1992-11-01,23.36
13/03/2016,Scotland,11,Virimi Vakatawa,1992-05-01,23.87
13/03/2016,Scotland,10,Francois Trinh-Duc,1986-11-11,29.34
13/03/2016,Scotland,23,Maxime Medard,1986-11-16,29.32
19/03/2016,England,16,Camille Chat,1995-12-18,20.25
19/03/2016,England,4,Alexandre Flanquart,1989-10-09,26.44
19/03/2016,England,15,Scott Spedding,1986-05-04,29.88
19/03/2016,England,22,Jules Plisson,1991-08-20,24.58
19/03/2016,England,13,Gael Fickou,1994-03-26,21.98
19/03/2016,England,7,Bernard Le Roux,1989-06-04,26.79
19/03/2016,England,8,Loann Goujon,1989-04-23,26.91
19/03/2016,England,6,Damien Chouly,1985-11-27,30.31
19/03/2016,England,12,Maxime Mermoz,1986-07-28,29.64
19/03/2016,England,14,Wesley Fofana,1988-01-20,28.16
19/03/2016,England,2,Guilhem Guirado,1986-06-17,29.76
19/03/2016,England,3,Rabah Slimani,1989-10-18,26.42
19/03/2016,England,5,Yoann Maestri,1988-01-14,28.18
19/03/2016,England,18,Xavier Chiocci,1990-02-13,26.09
19/03/2016,England,21,Sebastien Bezy,1991-11-22,24.32
19/03/2016,England,17,Uini Atonio,1990-03-26,25.98
19/03/2016,England,20,Wenceslas Lauret,1989-03-28,26.98
19/03/2016,England,9,Maxime Machenaud,1988-12-30,27.22
19/03/2016,England,1,Jefferson Poirot,1992-11-01,23.38
19/03/2016,England,19,Paul Jedrasiak,1993-02-06,23.11
19/03/2016,England,11,Virimi Vakatawa,1992-05-01,23.88
19/03/2016,England,10,Francois Trinh-Duc,1986-11-11,29.35
19/03/2016,England,23,Maxime Medard,1986-11-16,29.34
19/06/2016,Argentina,11,Djibril Camara,1989-06-22,26.99
19/06/2016,Argentina,19,Fabrice Metz,1991-01-23,25.41
19/06/2016,Argentina,16,Clement Maynadier,1988-10-11,27.69
