date,opposition,shirt,player,dob,age_on_matchday
27/09/2015,Uruguay,3,Toby Smith,1988-10-10,26.96
27/09/2015,Uruguay,10,Quade Cooper,1988-04-05,27.48
27/09/2015,Uruguay,6,Ben McCalman,1988-03-18,27.53
27/09/2015,Uruguay,9,Nick Phipps,1989-01-09,26.71
27/09/2015,Uruguay,22,Bernard Foley,1989-09-08,26.05
27/09/2015,Uruguay,14,Joseph Tomane,1990-02-11,25.62
27/09/2015,Uruguay,21,Will Genia,1988-01-17,27.69
27/09/2015,Uruguay,15,Kurtley Beale,1989-01-06,26.72
27/09/2015,Uruguay,2,Tatafu Polota-Nau,1985-07-26,30.17
27/09/2015,Uruguay,20,Rob Simmons,1989-04-19,26.44
27/09/2015,Uruguay,7,Sean McMahon,1994-06-18,21.28
27/09/2015,Uruguay,5,Will Skelton,1992-05-03,23.4
27/09/2015,Uruguay,16,Stephen Moore,1983-01-20,32.69
27/09/2015,Uruguay,18,Greg Holmes,1983-06-11,32.3
27/09/2015,Uruguay,11,Drew Mitchell,1984-03-26,31.51
27/09/2015,Uruguay,13,Henry Speight,1988-03-24,27.51
27/09/2015,Uruguay,1,Scott Sio,1991-10-16,23.95
27/09/2015,Uruguay,12,Matt Toomua,1990-01-02,25.73
27/09/2015,Uruguay,8,Wycliff Palu,1982-07-27,33.17
27/09/2015,Uruguay,4,Dean Mumm,1984-03-05,31.56
27/09/2015,Uruguay,17,Sekope Kepu,1986-02-05,29.64
03/10/2015,England,12,Matt Giteau,1982-09-29,33.01
03/10/2015,England,4,Kane Douglas,1989-06-01,26.34
03/10/2015,England,8,David Pocock,1988-04-23,27.44
03/10/2015,England,13,Tevita Kuridrani,1991-03-31,24.51
03/10/2015,England,14,Adam Ashley-Cooper,1984-03-27,31.52
03/10/2015,England,20,Ben McCalman,1988-03-18,27.54
03/10/2015,England,21,Nick Phipps,1989-01-09,26.73
03/10/2015,England,10,Bernard Foley,1989-09-08,26.07
03/10/2015,England,9,Will Genia,1988-01-17,27.71
03/10/2015,England,23,Kurtley Beale,1989-01-06,26.74
03/10/2015,England,16,Tatafu Polota-Nau,1985-07-26,30.19
03/10/2015,England,5,Rob Simmons,1989-04-19,26.46
03/10/2015,England,15,Israel Folau,1989-04-03,26.5
03/10/2015,England,2,Stephen Moore,1983-01-20,32.7
03/10/2015,England,18,Greg Holmes,1983-06-11,32.31
03/10/2015,England,6,Scott Fardy,1984-07-05,31.24
03/10/2015,England,11,Rob Horne,1989-08-15,26.13
03/10/2015,England,17,James Slipper,1989-06-06,26.32
03/10/2015,England,7,Michael Hooper,1991-10-29,23.93
03/10/2015,England,1,Scott Sio,1991-10-16,23.96
03/10/2015,England,22,Matt Toomua,1990-01-02,25.75
03/10/2015,England,19,Dean Mumm,1984-03-05,31.58
03/10/2015,England,3,Sekope Kepu,1986-02-05,29.66
10/10/2015,Wales,12,Matt Giteau,1982-09-29,33.03
10/10/2015,Wales,4,Kane Douglas,1989-06-01,26.36
10/10/2015,Wales,8,David Pocock,1988-04-23,27.46
10/10/2015,Wales,13,Tevita Kuridrani,1991-03-31,24.53
10/10/2015,Wales,14,Adam Ashley-Cooper,1984-03-27,31.54
10/10/2015,Wales,20,Ben McCalman,1988-03-18,27.56
10/10/2015,Wales,21,Nick Phipps,1989-01-09,26.75
10/10/2015,Wales,10,Bernard Foley,1989-09-08,26.09
10/10/2015,Wales,9,Will Genia,1988-01-17,27.73
10/10/2015,Wales,23,Kurtley Beale,1989-01-06,26.76
10/10/2015,Wales,16,Tatafu Polota-Nau,1985-07-26,30.21
10/10/2015,Wales,19,Rob Simmons,1989-04-19,26.48
10/10/2015,Wales,7,Sean McMahon,1994-06-18,21.31
10/10/2015,Wales,15,Israel Folau,1989-04-03,26.52
10/10/2015,Wales,2,Stephen Moore,1983-01-20,32.72
10/10/2015,Wales,18,Greg Holmes,1983-06-11,32.33
10/10/2015,Wales,11,Drew Mitchell,1984-03-26,31.54
10/10/2015,Wales,6,Scott Fardy,1984-07-05,31.26
10/10/2015,Wales,17,James Slipper,1989-06-06,26.34
10/10/2015,Wales,1,Scott Sio,1991-10-16,23.98
10/10/2015,Wales,22,Matt Toomua,1990-01-02,25.77
10/10/2015,Wales,5,Dean Mumm,1984-03-05,31.6
10/10/2015,Wales,3,Sekope Kepu,1986-02-05,29.68
18/10/2015,Scotland,12,Matt Giteau,1982-09-29,33.05
18/10/2015,Scotland,4,Kane Douglas,1989-06-01,26.38
18/10/2015,Scotland,13,Tevita Kuridrani,1991-03-31,24.55
18/10/2015,Scotland,23,Quade Cooper,1988-04-05,27.54
18/10/2015,Scotland,14,Adam Ashley-Cooper,1984-03-27,31.56
18/10/2015,Scotland,8,Ben McCalman,1988-03-18,27.58
18/10/2015,Scotland,21,Nick Phipps,1989-01-09,26.77
18/10/2015,Scotland,10,Bernard Foley,1989-09-08,26.11
18/10/2015,Scotland,9,Will Genia,1988-01-17,27.75
18/10/2015,Scotland,15,Kurtley Beale,1989-01-06,26.78
18/10/2015,Scotland,16,Tatafu Polota-Nau,1985-07-26,30.23
18/10/2015,Scotland,5,Rob Simmons,1989-04-19,26.5
18/10/2015,Scotland,20,Sean McMahon,1994-06-18,21.33
18/10/2015,Scotland,2,Stephen Moore,1983-01-20,32.74
18/10/2015,Scotland,18,Greg Holmes,1983-06-11,32.35
18/10/2015,Scotland,11,Drew Mitchell,1984-03-26,31.56
18/10/2015,Scotland,6,Scott Fardy,1984-07-05,31.29
18/10/2015,Scotland,17,James Slipper,1989-06-06,26.37
18/10/2015,Scotland,7,Michael Hooper,1991-10-29,23.97
18/10/2015,Scotland,1,Scott Sio,1991-10-16,24.01
18/10/2015,Scotland,22,Matt Toomua,1990-01-02,25.79
18/10/2015,Scotland,19,Dean Mumm,1984-03-05,31.62
18/10/2015,Scotland,3,Sekope Kepu,1986-02-05,29.7
25/10/2015,Argentina,12,Matt Giteau,1982-09-29,33.07
25/10/2015,Argentina,4,Kane Douglas,1989-06-01,26.4
25/10/2015,Argentina,8,David Pocock,1988-04-23,27.51
25/10/2015,Argentina,13,Tevita Kuridrani,1991-03-31,24.57
25/10/2015,Argentina,17,Toby Smith,1988-10-10,27.04
25/10/2015,Argentina,14,Adam Ashley-Cooper,1984-03-27,31.58
25/10/2015,Argentina,20,Ben McCalman,1988-03-18,27.6
25/10/2015,Argentina,21,Nick Phipps,1989-01-09,26.79
25/10/2015,Argentina,10,Bernard Foley,1989-09-08,26.13
25/10/2015,Argentina,9,Will Genia,1988-01-17,27.77
25/10/2015,Argentina,23,Kurtley Beale,1989-01-06,26.8
25/10/2015,Argentina,16,Tatafu Polota-Nau,1985-07-26,30.25
25/10/2015,Argentina,5,Rob Simmons,1989-04-19,26.52
25/10/2015,Argentina,15,Israel Folau,1989-04-03,26.56
25/10/2015,Argentina,2,Stephen Moore,1983-01-20,32.76
25/10/2015,Argentina,18,Greg Holmes,1983-06-11,32.37
25/10/2015,Argentina,11,Drew Mitchell,1984-03-26,31.58
25/10/2015,Argentina,6,Scott Fardy,1984-07-05,31.31
25/10/2015,Argentina,1,James Slipper,1989-06-06,26.39
25/10/2015,Argentina,7,Michael Hooper,1991-10-29,23.99
25/10/2015,Argentina,22,Matt Toomua,1990-01-02,25.81
25/10/2015,Argentina,19,Dean Mumm,1984-03-05,31.64
25/10/2015,Argentina,3,Sekope Kepu,1986-02-05,29.72
31/10/2015,New Zealand,12,Matt Giteau,1982-09-29,33.09
31/10/2015,New Zealand,4,Kane Douglas,1989-06-01,26.42
31/10/2015,New Zealand,8,David Pocock,1988-04-23,27.52
31/10/2015,New Zealand,13,Tevita Kuridrani,1991-03-31,24.59
31/10/2015,New Zealand,14,Adam Ashley-Cooper,1984-03-27,31.6
31/10/2015,New Zealand,20,Ben McCalman,1988-03-18,27.62
31/10/2015,New Zealand,21,Nick Phipps,1989-01-09,26.81
31/10/2015,New Zealand,10,Bernard Foley,1989-09-08,26.14
31/10/2015,New Zealand,9,Will Genia,1988-01-17,27.79
31/10/2015,New Zealand,23,Kurtley Beale,1989-01-06,26.82
31/10/2015,New Zealand,16,Tatafu Polota-Nau,1985-07-26,30.26
31/10/2015,New Zealand,5,Rob Simmons,1989-04-19,26.53
31/10/2015,New Zealand,15,Israel Folau,1989-04-03,26.58
31/10/2015,New Zealand,2,Stephen Moore,1983-01-20,32.78
31/10/2015,New Zealand,18,Greg Holmes,1983-06-11,32.39
31/10/2015,New Zealand,11,Drew Mitchell,1984-03-26,31.6
31/10/2015,New Zealand,6,Scott Fardy,1984-07-05,31.32
31/10/2015,New Zealand,17,James Slipper,1989-06-06,26.4
31/10/2015,New Zealand,7,Michael Hooper,1991-10-29,24.01
31/10/2015,New Zealand,1,Scott Sio,1991-10-16,24.04
31/10/2015,New Zealand,22,Matt Toomua,1990-01-02,25.83
31/10/2015,New Zealand,19,Dean Mumm,1984-03-05,31.66
31/10/2015,New Zealand,3,Sekope Kepu,1986-02-05,29.73
11/06/2016,England,23,Christian Leali'ifano,1987-09-24,28.72
11/06/2016,England,8,David Pocock,1988-04-23,28.13
11/06/2016,England,14,Dane Haylett-Petty,1989-06-18,26.98
11/06/2016,England,13,Tevita Kuridrani,1991-03-31,25.2
11/06/2016,England,9,Nick Phipps,1989-01-09,27.42
11/06/2016,England,22,Nicholas Frisby,1992-10-29,23.62
11/06/2016,England,10,Bernard Foley,1989-09-08,26.76
11/06/2016,England,4,Rory Arnold,1990-07-01,25.95
11/06/2016,England,16,Tatafu Polota-Nau,1985-07-26,30.88
11/06/2016,England,5,Rob Simmons,1989-04-19,27.15
11/06/2016,England,21,Sean McMahon,1994-06-18,21.98
11/06/2016,England,15,Israel Folau,1989-04-03,27.19
11/06/2016,England,2,Stephen Moore,1983-01-20,33.39
11/06/2016,England,3,Greg Holmes,1983-06-11,33.0
11/06/2016,England,6,Scott Fardy,1984-07-05,31.93
11/06/2016,England,11,Rob Horne,1989-08-15,26.82
11/06/2016,England,17,James Slipper,1989-06-06,27.01
11/06/2016,England,12,Samu Kerevi,1993-09-27,22.71
11/06/2016,England,7,Michael Hooper,1991-10-29,24.62
11/06/2016,England,1,Scott Sio,1991-10-16,24.65
11/06/2016,England,19,James Horwill,1985-05-29,31.04
11/06/2016,England,20,Dean Mumm,1984-03-05,32.27
11/06/2016,England,18,Sekope Kepu,1986-02-05,30.35
18/06/2016,England,22,Christian Leali'ifano,1987-09-24,28.73
18/06/2016,England,14,Dane Haylett-Petty,1989-06-18,27.0
18/06/2016,England,13,Tevita Kuridrani,1991-03-31,25.22
18/06/2016,England,17,Toby Smith,1988-10-10,27.69
18/06/2016,England,20,Ben McCalman,1988-03-18,28.25
18/06/2016,England,9,Nick Phipps,1989-01-09,27.44
18/06/2016,England,21,Nicholas Frisby,1992-10-29,23.64
18/06/2016,England,5,Sam Carter,1989-09-10,26.77
18/06/2016,England,10,Bernard Foley,1989-09-08,26.78
18/06/2016,England,4,Rory Arnold,1990-07-01,25.97
18/06/2016,England,16,Tatafu Polota-Nau,1985-07-26,30.9
18/06/2016,England,8,Sean McMahon,1994-06-18,22.0
18/06/2016,England,15,Israel Folau,1989-04-03,27.21
18/06/2016,England,2,Stephen Moore,1983-01-20,33.41
18/06/2016,England,18,Greg Holmes,1983-06-11,33.02
18/06/2016,England,6,Scott Fardy,1984-07-05,31.95
18/06/2016,England,11,Rob Horne,1989-08-15,26.84
18/06/2016,England,1,James Slipper,1989-06-06,27.03
18/06/2016,England,12,Samu Kerevi,1993-09-27,22.72
18/06/2016,England,7,Michael Hooper,1991-10-29,24.64
18/06/2016,England,23,Luke Morahan,1990-04-13,26.18
18/06/2016,England,19,Dean Mumm,1984-03-05,32.29
18/06/2016,England,3,Sekope Kepu,1986-02-05,30.37
25/06/2016,England,22,Christian Leali'ifano,1987-09-24,28.75
25/06/2016,England,14,Dane Haylett-Petty,1989-06-18,27.02
25/06/2016,England,13,Tevita Kuridrani,1991-03-31,25.24
25/06/2016,England,9,Nick Phipps,1989-01-09,27.46
25/06/2016,England,21,Nicholas Frisby,1992-10-29,23.66
25/06/2016,England,10,Bernard Foley,1989-09-08,26.8
25/06/2016,England,16,Tatafu Polota-Nau,1985-07-26,30.92
25/06/2016,England,19,Adam Coleman,1991-10-07,24.72
25/06/2016,England,5,Rob Simmons,1989-04-19,27.18
25/06/2016,England,8,Sean McMahon,1994-06-18,22.02
25/06/2016,England,4,Will Skelton,1992-05-03,24.15
25/06/2016,England,23,Taqele Naiyaravoro,1991-12-07,24.55
25/06/2016,England,15,Israel Folau,1989-04-03,27.23
25/06/2016,England,2,Stephen Moore,1983-01-20,33.43
25/06/2016,England,18,Greg Holmes,1983-06-11,33.04
25/06/2016,England,6,Scott Fardy,1984-07-05,31.97
25/06/2016,England,11,Rob Horne,1989-08-15,26.86
25/06/2016,England,1,James Slipper,1989-06-06,27.05
25/06/2016,England,7,Michael Hooper,1991-10-29,24.66
25/06/2016,England,17,Scott Sio,1991-10-16,24.69
25/06/2016,England,12,Matt Toomua,1990-01-02,26.48
25/06/2016,England,20,Wycliff Palu,1982-07-27,33.91
25/06/2016,England,3,Sekope Kepu,1986-02-05,30.39
20/08/2016,New Zealand,12,Matt Giteau,1982-09-29,33.89
20/08/2016,New Zealand,4,Kane Douglas,1989-06-01,27.22
20/08/2016,New Zealand,8,David Pocock,1988-04-23,28.33
20/08/2016,New Zealand,11,Dane Haylett-Petty,1989-06-18,27.17
20/08/2016,New Zealand,13,Tevita Kuridrani,1991-03-31,25.39
20/08/2016,New Zealand,18,Allan Alaalatoa,1994-01-28,22.56
20/08/2016,New Zealand,14,Adam Ashley-Cooper,1984-03-27,32.4
20/08/2016,New Zealand,6,Ben McCalman,1988-03-18,28.42
20/08/2016,New Zealand,21,Nick Phipps,1989-01-09,27.61
20/08/2016,New Zealand,10,Bernard Foley,1989-09-08,26.95
20/08/2016,New Zealand,9,Will Genia,1988-01-17,28.59
20/08/2016,New Zealand,16,Tatafu Polota-Nau,1985-07-26,31.07
20/08/2016,New Zealand,5,Rob Simmons,1989-04-19,27.34
20/08/2016,New Zealand,15,Israel Folau,1989-04-03,27.38
20/08/2016,New Zealand,2,Stephen Moore,1983-01-20,33.58
20/08/2016,New Zealand,20,Scott Fardy,1984-07-05,32.13
20/08/2016,New Zealand,23,Rob Horne,1989-08-15,27.01
20/08/2016,New Zealand,17,James Slipper,1989-06-06,27.21
20/08/2016,New Zealand,7,Michael Hooper,1991-10-29,24.81
20/08/2016,New Zealand,1,Scott Sio,1991-10-16,24.85
20/08/2016,New Zealand,22,Matt Toomua,1990-01-02,26.63
20/08/2016,New Zealand,19,Dean Mumm,1984-03-05,32.46
20/08/2016,New Zealand,3,Sekope Kepu,1986-02-05,30.54
27/08/2016,New Zealand,4,Kane Douglas,1989-06-01,27.24
27/08/2016,New Zealand,8,David Pocock,1988-04-23,28.35
27/08/2016,New Zealand,11,Dane Haylett-Petty,1989-06-18,27.19
27/08/2016,New Zealand,22,Tevita Kuridrani,1991-03-31,25.41
27/08/2016,New Zealand,18,Allan Alaalatoa,1994-01-28,22.58
27/08/2016,New Zealand,10,Quade Cooper,1988-04-05,28.39
27/08/2016,New Zealand,14,Adam Ashley-Cooper,1984-03-27,32.42
27/08/2016,New Zealand,21,Nick Phipps,1989-01-09,27.63
27/08/2016,New Zealand,12,Bernard Foley,1989-09-08,26.97
27/08/2016,New Zealand,9,Will Genia,1988-01-17,28.61
27/08/2016,New Zealand,16,Tatafu Polota-Nau,1985-07-26,31.09
27/08/2016,New Zealand,5,Adam Coleman,1991-10-07,24.89
27/08/2016,New Zealand,20,Will Skelton,1992-05-03,24.32
27/08/2016,New Zealand,23,Reece Hodge,1994-08-26,22.0
27/08/2016,New Zealand,15,Israel Folau,1989-04-03,27.4
27/08/2016,New Zealand,2,Stephen Moore,1983-01-20,33.6
27/08/2016,New Zealand,6,Scott Fardy,1984-07-05,32.15
27/08/2016,New Zealand,17,James Slipper,1989-06-06,27.23
27/08/2016,New Zealand,13,Samu Kerevi,1993-09-27,22.92
27/08/2016,New Zealand,7,Michael Hooper,1991-10-29,24.83
27/08/2016,New Zealand,1,Scott Sio,1991-10-16,24.87
27/08/2016,New Zealand,19,Dean Mumm,1984-03-05,32.48
27/08/2016,New Zealand,3,Sekope Kepu,1986-02-05,30.56
10/09/2016,South Africa,4,Kane Douglas,1989-06-01,27.28
10/09/2016,South Africa,8,David Pocock,1988-04-23,28.38
10/09/2016,South Africa,14,Dane Haylett-Petty,1989-06-18,27.23
10/09/2016,South Africa,22,Tevita Kuridrani,1991-03-31,25.45
10/09/2016,South Africa,18,Allan Alaalatoa,1994-01-28,22.62
10/09/2016,South Africa,10,Quade Cooper,1988-04-05,28.43
10/09/2016,South Africa,21,Nick Phipps,1989-01-09,27.67
10/09/2016,South Africa,12,Bernard Foley,1989-09-08,27.01
10/09/2016,South Africa,9,Will Genia,1988-01-17,28.65
10/09/2016,South Africa,19,Rory Arnold,1990-07-01,26.2
10/09/2016,South Africa,16,Tatafu Polota-Nau,1985-07-26,31.13
10/09/2016,South Africa,5,Adam Coleman,1991-10-07,24.93
10/09/2016,South Africa,20,Sean McMahon,1994-06-18,22.23
10/09/2016,South Africa,11,Reece Hodge,1994-08-26,22.04
10/09/2016,South Africa,15,Israel Folau,1989-04-03,27.44
10/09/2016,South Africa,2,Stephen Moore,1983-01-20,33.64
10/09/2016,South Africa,23,Drew Mitchell,1984-03-26,32.46
10/09/2016,South Africa,17,James Slipper,1989-06-06,27.26
10/09/2016,South Africa,13,Samu Kerevi,1993-09-27,22.95
10/09/2016,South Africa,7,Michael Hooper,1991-10-29,24.87
10/09/2016,South Africa,1,Scott Sio,1991-10-16,24.9
10/09/2016,South Africa,6,Dean Mumm,1984-03-05,32.52
10/09/2016,South Africa,3,Sekope Kepu,1986-02-05,30.6
17/09/2016,Argentina,8,David Pocock,1988-04-23,28.4
17/09/2016,Argentina,14,Dane Haylett-Petty,1989-06-18,27.25
17/09/2016,Argentina,23,Tevita Kuridrani,1991-03-31,25.47
17/09/2016,Argentina,10,Quade Cooper,1988-04-05,28.45
17/09/2016,Argentina,22,Nick Phipps,1989-01-09,27.69
17/09/2016,Argentina,12,Bernard Foley,1989-09-08,27.03
17/09/2016,Argentina,18,Tom Robertson,1994-08-28,22.06
17/09/2016,Argentina,9,Will Genia,1988-01-17,28.67
17/09/2016,Argentina,19,Rory Arnold,1990-07-01,26.22
17/09/2016,Argentina,16,Tatafu Polota-Nau,1985-07-26,31.15
