date,opposition,shirt,player,dob,age_on_matchday
31/10/2015,Australia,12,Ma'a Nonu,1982-05-21,33.45
31/10/2015,Australia,14,Nehe Milner-Skudder,1990-12-15,24.88
11/06/2016,Wales,12,Ryan Crotty,1988-09-23,27.72
11/06/2016,Wales,10,Aaron Cruden,1989-01-08,27.42
11/06/2016,Wales,20,Ardie Savea,1993-10-14,22.66
11/06/2016,Wales,3,Owen Franks,1987-12-23,28.47
11/06/2016,Wales,5,Brodie Retallick,1991-05-31,25.03
11/06/2016,Wales,15,Ben Smith,1986-06-01,30.03
11/06/2016,Wales,4,Luke Romano,1986-02-16,30.32
11/06/2016,Wales,11,Julian Savea,1990-08-07,25.85
11/06/2016,Wales,1,Joe Moody,1988-09-17,27.73
11/06/2016,Wales,13,Malakai Fekitoa,1992-05-10,24.09
11/06/2016,Wales,14,Waisake Naholo,1991-05-08,25.1
11/06/2016,Wales,6,Jerome Kaino,1983-04-06,33.18
11/06/2016,Wales,2,Dane Coles,1986-12-10,29.5
11/06/2016,Wales,18,Charlie Faumuina,1986-12-24,29.47
11/06/2016,Wales,9,Aaron Smith,1988-11-21,27.55
11/06/2016,Wales,23,Seta Tamanivalu,1992-01-23,24.38
11/06/2016,Wales,16,Nathan Harris,1992-03-08,24.26
11/06/2016,Wales,21,TJ Perenara,1992-01-23,24.38
11/06/2016,Wales,8,Kieran Read,1985-10-26,30.63
11/06/2016,Wales,7,Sam Cane,1992-01-13,24.41
11/06/2016,Wales,22,Beauden Barrett,1991-05-27,25.04
11/06/2016,Wales,19,Patrick Tuipulotu,1993-01-23,23.38
11/06/2016,Wales,17,Wyatt Crockett,1983-01-24,33.38
18/06/2016,Wales,12,Ryan Crotty,1988-09-23,27.73
18/06/2016,Wales,10,Aaron Cruden,1989-01-08,27.44
18/06/2016,Wales,20,Ardie Savea,1993-10-14,22.68
18/06/2016,Wales,3,Owen Franks,1987-12-23,28.49
18/06/2016,Wales,5,Samuel Whitelock,1988-10-12,27.68
18/06/2016,Wales,4,Brodie Retallick,1991-05-31,25.05
18/06/2016,Wales,14,Ben Smith,1986-06-01,30.05
18/06/2016,Wales,15,Israel Dagg,1988-06-06,28.03
18/06/2016,Wales,1,Joe Moody,1988-09-17,27.75
18/06/2016,Wales,13,Malakai Fekitoa,1992-05-10,24.11
18/06/2016,Wales,11,Waisake Naholo,1991-05-08,25.11
18/06/2016,Wales,6,Jerome Kaino,1983-04-06,33.2
18/06/2016,Wales,2,Dane Coles,1986-12-10,29.52
18/06/2016,Wales,18,Charlie Faumuina,1986-12-24,29.48
18/06/2016,Wales,9,Aaron Smith,1988-11-21,27.57
18/06/2016,Wales,23,Seta Tamanivalu,1992-01-23,24.4
18/06/2016,Wales,16,Nathan Harris,1992-03-08,24.28
18/06/2016,Wales,21,TJ Perenara,1992-01-23,24.4
18/06/2016,Wales,8,Kieran Read,1985-10-26,30.65
18/06/2016,Wales,7,Sam Cane,1992-01-13,24.43
18/06/2016,Wales,22,Beauden Barrett,1991-05-27,25.06
18/06/2016,Wales,19,Patrick Tuipulotu,1993-01-23,23.4
18/06/2016,Wales,17,Wyatt Crockett,1983-01-24,33.4
25/06/2016,Wales,12,Ryan Crotty,1988-09-23,27.75
25/06/2016,Wales,16,Codie Taylor,1991-03-31,25.24
25/06/2016,Wales,13,George Moala,1990-11-05,25.64
25/06/2016,Wales,21,Tawera Kerr-Barlow,1990-08-15,25.86
25/06/2016,Wales,5,Samuel Whitelock,1988-10-12,27.7
25/06/2016,Wales,4,Brodie Retallick,1991-05-31,25.07
25/06/2016,Wales,14,Ben Smith,1986-06-01,30.07
25/06/2016,Wales,19,Luke Romano,1986-02-16,30.36
25/06/2016,Wales,15,Israel Dagg,1988-06-06,28.05
25/06/2016,Wales,11,Julian Savea,1990-08-07,25.88
25/06/2016,Wales,1,Joe Moody,1988-09-17,27.77
25/06/2016,Wales,23,Waisake Naholo,1991-05-08,25.13
25/06/2016,Wales,2,Dane Coles,1986-12-10,29.54
25/06/2016,Wales,3,Charlie Faumuina,1986-12-24,29.5
25/06/2016,Wales,9,Aaron Smith,1988-11-21,27.59
25/06/2016,Wales,18,Ofa Tuungafasi,1992-04-19,24.18
25/06/2016,Wales,22,Lima Sopoaga,1991-02-03,25.39
25/06/2016,Wales,20,Liam Squire,1991-03-20,25.27
25/06/2016,Wales,8,Kieran Read,1985-10-26,30.66
25/06/2016,Wales,7,Sam Cane,1992-01-13,24.45
25/06/2016,Wales,10,Beauden Barrett,1991-05-27,25.08
25/06/2016,Wales,6,Elliot Dixon,1989-09-04,26.81
25/06/2016,Wales,17,Wyatt Crockett,1983-01-24,33.42
20/08/2016,Australia,12,Ryan Crotty,1988-09-23,27.91
20/08/2016,Australia,2,Codie Taylor,1991-03-31,25.39
20/08/2016,Australia,22,Aaron Cruden,1989-01-08,27.61
20/08/2016,Australia,20,Ardie Savea,1993-10-14,22.85
20/08/2016,Australia,3,Owen Franks,1987-12-23,28.66
20/08/2016,Australia,5,Samuel Whitelock,1988-10-12,27.86
20/08/2016,Australia,4,Brodie Retallick,1991-05-31,25.22
20/08/2016,Australia,14,Ben Smith,1986-06-01,30.22
20/08/2016,Australia,15,Israel Dagg,1988-06-06,28.21
20/08/2016,Australia,23,Julian Savea,1990-08-07,26.04
20/08/2016,Australia,13,Malakai Fekitoa,1992-05-10,24.28
20/08/2016,Australia,11,Waisake Naholo,1991-05-08,25.29
20/08/2016,Australia,6,Jerome Kaino,1983-04-06,33.38
20/08/2016,Australia,16,Dane Coles,1986-12-10,29.7
20/08/2016,Australia,18,Charlie Faumuina,1986-12-24,29.66
20/08/2016,Australia,9,Aaron Smith,1988-11-21,27.75
20/08/2016,Australia,17,Kane Hames,1988-08-28,27.98
20/08/2016,Australia,21,TJ Perenara,1992-01-23,24.58
20/08/2016,Australia,19,Liam Squire,1991-03-20,25.42
20/08/2016,Australia,8,Kieran Read,1985-10-26,30.82
20/08/2016,Australia,7,Sam Cane,1992-01-13,24.6
20/08/2016,Australia,10,Beauden Barrett,1991-05-27,25.24
20/08/2016,Australia,1,Wyatt Crockett,1983-01-24,33.57
27/08/2016,Australia,22,Aaron Cruden,1989-01-08,27.63
27/08/2016,Australia,20,Ardie Savea,1993-10-14,22.87
27/08/2016,Australia,3,Owen Franks,1987-12-23,28.68
27/08/2016,Australia,5,Samuel Whitelock,1988-10-12,27.87
27/08/2016,Australia,4,Brodie Retallick,1991-05-31,25.24
27/08/2016,Australia,15,Ben Smith,1986-06-01,30.24
27/08/2016,Australia,14,Israel Dagg,1988-06-06,28.23
27/08/2016,Australia,11,Julian Savea,1990-08-07,26.06
27/08/2016,Australia,1,Joe Moody,1988-09-17,27.94
27/08/2016,Australia,13,Malakai Fekitoa,1992-05-10,24.3
27/08/2016,Australia,6,Jerome Kaino,1983-04-06,33.39
27/08/2016,Australia,2,Dane Coles,1986-12-10,29.71
27/08/2016,Australia,18,Charlie Faumuina,1986-12-24,29.68
27/08/2016,Australia,9,Aaron Smith,1988-11-21,27.77
27/08/2016,Australia,23,Seta Tamanivalu,1992-01-23,24.59
27/08/2016,Australia,16,James Parsons,1986-11-27,29.75
27/08/2016,Australia,21,TJ Perenara,1992-01-23,24.59
27/08/2016,Australia,19,Liam Squire,1991-03-20,25.44
27/08/2016,Australia,8,Kieran Read,1985-10-26,30.84
27/08/2016,Australia,7,Sam Cane,1992-01-13,24.62
27/08/2016,Australia,10,Beauden Barrett,1991-05-27,25.25
27/08/2016,Australia,17,Wyatt Crockett,1983-01-24,33.59
27/08/2016,Australia,12,Anton Lienert-Brown,1995-04-15,21.37
10/09/2016,Argentina,12,Ryan Crotty,1988-09-23,27.96
10/09/2016,Argentina,16,Codie Taylor,1991-03-31,25.45
10/09/2016,Argentina,22,Aaron Cruden,1989-01-08,27.67
10/09/2016,Argentina,20,Ardie Savea,1993-10-14,22.91
10/09/2016,Argentina,3,Owen Franks,1987-12-23,28.72
10/09/2016,Argentina,5,Samuel Whitelock,1988-10-12,27.91
10/09/2016,Argentina,4,Brodie Retallick,1991-05-31,25.28
10/09/2016,Argentina,15,Ben Smith,1986-06-01,30.28
10/09/2016,Argentina,19,Luke Romano,1986-02-16,30.57
10/09/2016,Argentina,14,Israel Dagg,1988-06-06,28.26
10/09/2016,Argentina,11,Julian Savea,1990-08-07,26.09
10/09/2016,Argentina,1,Joe Moody,1988-09-17,27.98
10/09/2016,Argentina,13,Malakai Fekitoa,1992-05-10,24.34
10/09/2016,Argentina,6,Jerome Kaino,1983-04-06,33.43
10/09/2016,Argentina,2,Dane Coles,1986-12-10,29.75
10/09/2016,Argentina,18,Charlie Faumuina,1986-12-24,29.71
10/09/2016,Argentina,9,Aaron Smith,1988-11-21,27.8
10/09/2016,Argentina,21,TJ Perenara,1992-01-23,24.63
10/09/2016,Argentina,8,Kieran Read,1985-10-26,30.88
10/09/2016,Argentina,7,Sam Cane,1992-01-13,24.66
10/09/2016,Argentina,10,Beauden Barrett,1991-05-27,25.29
10/09/2016,Argentina,17,Wyatt Crockett,1983-01-24,33.63
10/09/2016,Argentina,23,Anton Lienert-Brown,1995-04-15,21.41
17/09/2016,South Africa,12,Ryan Crotty,1988-09-23,27.98
17/09/2016,South Africa,16,Codie Taylor,1991-03-31,25.47
17/09/2016,South Africa,7,Ardie Savea,1993-10-14,22.93
17/09/2016,South Africa,3,Owen Franks,1987-12-23,28.74
17/09/2016,South Africa,5,Samuel Whitelock,1988-10-12,27.93
17/09/2016,South Africa,4,Brodie Retallick,1991-05-31,25.3
17/09/2016,South Africa,15,Ben Smith,1986-06-01,30.3
17/09/2016,South Africa,19,Luke Romano,1986-02-16,30.59
17/09/2016,South Africa,14,Israel Dagg,1988-06-06,28.28
