date,opposition,shirt,player,dob,age_on_matchday
10/10/2015,Uruguay,11,Jack Nowell,1993-04-11,22.5
10/10/2015,Uruguay,20,Tom Wood,1986-11-03,28.93
10/10/2015,Uruguay,9,Danny Care,1987-01-02,28.77
10/10/2015,Uruguay,8,Nick Easter,1978-08-15,37.15
10/10/2015,Uruguay,5,Geoff Parling,1983-10-28,31.95
10/10/2015,Uruguay,14,Anthony Watson,1994-02-26,21.62
10/10/2015,Uruguay,13,Henry Slade,1993-03-19,22.56
10/10/2015,Uruguay,2,Tom Youngs,1987-01-28,28.7
10/10/2015,Uruguay,18,David Wilson,1985-04-09,30.5
10/10/2015,Uruguay,21,Richard Wigglesworth,1983-06-09,32.34
10/10/2015,Uruguay,16,Jamie George,1990-10-20,24.97
10/10/2015,Uruguay,17,Joe Marler,1990-07-07,25.26
10/10/2015,Uruguay,6,James Haskell,1985-04-02,30.52
10/10/2015,Uruguay,23,Mike Brown,1985-09-04,30.1
10/10/2015,Uruguay,15,Alex Goode,1988-05-07,27.43
10/10/2015,Uruguay,19,George Kruis,1990-02-22,25.63
06/02/2016,Scotland,13,Jonathan Joseph,1991-05-21,24.72
06/02/2016,Scotland,12,Owen Farrell,1991-09-24,24.37
06/02/2016,Scotland,21,Ben Youngs,1989-09-05,26.42
06/02/2016,Scotland,17,Mako Vunipola,1991-01-14,25.06
06/02/2016,Scotland,8,Billy Vunipola,1992-11-03,23.26
06/02/2016,Scotland,6,Chris Robshaw,1986-06-04,29.68
06/02/2016,Scotland,10,George Ford,1993-03-16,22.89
06/02/2016,Scotland,3,Dan Cole,1987-05-09,28.75
06/02/2016,Scotland,4,Joe Launchbury,1991-04-12,24.82
06/02/2016,Scotland,11,Jack Nowell,1993-04-11,22.82
06/02/2016,Scotland,19,Courtney Lawes,1989-02-23,26.95
06/02/2016,Scotland,23,Ollie Devoto,1993-09-22,22.37
06/02/2016,Scotland,18,Paul Hill,1995-03-02,20.93
06/02/2016,Scotland,2,Dylan Hartley,1986-03-24,29.87
06/02/2016,Scotland,9,Danny Care,1987-01-02,29.1
06/02/2016,Scotland,14,Anthony Watson,1994-02-26,21.94
06/02/2016,Scotland,16,Jamie George,1990-10-20,25.3
06/02/2016,Scotland,1,Joe Marler,1990-07-07,25.59
06/02/2016,Scotland,7,James Haskell,1985-04-02,30.85
06/02/2016,Scotland,20,Jack Clifford,1993-02-12,22.98
06/02/2016,Scotland,15,Mike Brown,1985-09-04,30.42
06/02/2016,Scotland,22,Alex Goode,1988-05-07,27.75
06/02/2016,Scotland,5,George Kruis,1990-02-22,25.96
14/02/2016,Italy,13,Jonathan Joseph,1991-05-21,24.74
14/02/2016,Italy,12,Owen Farrell,1991-09-24,24.39
14/02/2016,Italy,9,Ben Youngs,1989-09-05,26.44
14/02/2016,Italy,1,Mako Vunipola,1991-01-14,25.08
14/02/2016,Italy,8,Billy Vunipola,1992-11-03,23.28
14/02/2016,Italy,6,Chris Robshaw,1986-06-04,29.7
14/02/2016,Italy,10,George Ford,1993-03-16,22.92
14/02/2016,Italy,3,Dan Cole,1987-05-09,28.77
14/02/2016,Italy,19,Joe Launchbury,1991-04-12,24.84
14/02/2016,Italy,11,Jack Nowell,1993-04-11,22.85
14/02/2016,Italy,4,Courtney Lawes,1989-02-23,26.97
14/02/2016,Italy,20,Maro Itoje,1994-10-28,21.3
14/02/2016,Italy,18,Paul Hill,1995-03-02,20.96
14/02/2016,Italy,2,Dylan Hartley,1986-03-24,29.9
14/02/2016,Italy,22,Danny Care,1987-01-02,29.12
14/02/2016,Italy,14,Anthony Watson,1994-02-26,21.97
14/02/2016,Italy,16,Jamie George,1990-10-20,25.32
14/02/2016,Italy,17,Joe Marler,1990-07-07,25.61
14/02/2016,Italy,7,James Haskell,1985-04-02,30.87
14/02/2016,Italy,21,Jack Clifford,1993-02-12,23.0
14/02/2016,Italy,15,Mike Brown,1985-09-04,30.45
14/02/2016,Italy,23,Alex Goode,1988-05-07,27.77
14/02/2016,Italy,5,George Kruis,1990-02-22,25.98
27/02/2016,Ireland,13,Jonathan Joseph,1991-05-21,24.77
27/02/2016,Ireland,12,Owen Farrell,1991-09-24,24.43
27/02/2016,Ireland,9,Ben Youngs,1989-09-05,26.48
27/02/2016,Ireland,17,Mako Vunipola,1991-01-14,25.12
27/02/2016,Ireland,8,Billy Vunipola,1992-11-03,23.32
27/02/2016,Ireland,6,Chris Robshaw,1986-06-04,29.73
27/02/2016,Ireland,10,George Ford,1993-03-16,22.95
27/02/2016,Ireland,3,Dan Cole,1987-05-09,28.81
27/02/2016,Ireland,11,Jack Nowell,1993-04-11,22.88
27/02/2016,Ireland,19,Courtney Lawes,1989-02-23,27.01
27/02/2016,Ireland,4,Maro Itoje,1994-10-28,21.33
27/02/2016,Ireland,18,Paul Hill,1995-03-02,20.99
27/02/2016,Ireland,2,Dylan Hartley,1986-03-24,29.93
27/02/2016,Ireland,21,Danny Care,1987-01-02,29.15
27/02/2016,Ireland,14,Anthony Watson,1994-02-26,22.0
27/02/2016,Ireland,16,Jamie George,1990-10-20,25.36
27/02/2016,Ireland,1,Joe Marler,1990-07-07,25.64
27/02/2016,Ireland,7,James Haskell,1985-04-02,30.91
27/02/2016,Ireland,20,Jack Clifford,1993-02-12,23.04
27/02/2016,Ireland,15,Mike Brown,1985-09-04,30.48
27/02/2016,Ireland,22,Elliot Daly,1992-10-08,23.39
27/02/2016,Ireland,23,Alex Goode,1988-05-07,27.81
27/02/2016,Ireland,5,George Kruis,1990-02-22,26.01
12/03/2016,Wales,13,Jonathan Joseph,1991-05-21,24.81
12/03/2016,Wales,12,Owen Farrell,1991-09-24,24.47
12/03/2016,Wales,9,Ben Youngs,1989-09-05,26.52
12/03/2016,Wales,17,Mako Vunipola,1991-01-14,25.16
12/03/2016,Wales,8,Billy Vunipola,1992-11-03,23.35
12/03/2016,Wales,6,Chris Robshaw,1986-06-04,29.77
12/03/2016,Wales,10,George Ford,1993-03-16,22.99
12/03/2016,Wales,3,Dan Cole,1987-05-09,28.84
12/03/2016,Wales,19,Joe Launchbury,1991-04-12,24.92
12/03/2016,Wales,11,Jack Nowell,1993-04-11,22.92
12/03/2016,Wales,4,Maro Itoje,1994-10-28,21.37
12/03/2016,Wales,22,Manu Tuilagi,1991-05-18,24.82
12/03/2016,Wales,2,Dylan Hartley,1986-03-24,29.97
12/03/2016,Wales,21,Danny Care,1987-01-02,29.19
12/03/2016,Wales,14,Anthony Watson,1994-02-26,22.04
12/03/2016,Wales,18,Kieran Brookes,1990-08-29,25.54
12/03/2016,Wales,1,Joe Marler,1990-07-07,25.68
12/03/2016,Wales,7,James Haskell,1985-04-02,30.94
12/03/2016,Wales,20,Jack Clifford,1993-02-12,23.08
12/03/2016,Wales,15,Mike Brown,1985-09-04,30.52
12/03/2016,Wales,23,Elliot Daly,1992-10-08,23.43
12/03/2016,Wales,16,Luke Cowan-Dickie,1993-06-20,22.73
12/03/2016,Wales,5,George Kruis,1990-02-22,26.05
19/03/2016,France,13,Jonathan Joseph,1991-05-21,24.83
19/03/2016,France,12,Owen Farrell,1991-09-24,24.49
19/03/2016,France,21,Ben Youngs,1989-09-05,26.54
19/03/2016,France,1,Mako Vunipola,1991-01-14,25.18
19/03/2016,France,8,Billy Vunipola,1992-11-03,23.37
19/03/2016,France,6,Chris Robshaw,1986-06-04,29.79
19/03/2016,France,10,George Ford,1993-03-16,23.01
19/03/2016,France,3,Dan Cole,1987-05-09,28.86
19/03/2016,France,19,Joe Launchbury,1991-04-12,24.94
19/03/2016,France,11,Jack Nowell,1993-04-11,22.94
19/03/2016,France,4,Maro Itoje,1994-10-28,21.39
19/03/2016,France,22,Manu Tuilagi,1991-05-18,24.84
19/03/2016,France,2,Dylan Hartley,1986-03-24,29.99
19/03/2016,France,9,Danny Care,1987-01-02,29.21
19/03/2016,France,14,Anthony Watson,1994-02-26,22.06
19/03/2016,France,18,Kieran Brookes,1990-08-29,25.56
19/03/2016,France,17,Joe Marler,1990-07-07,25.7
19/03/2016,France,7,James Haskell,1985-04-02,30.96
19/03/2016,France,20,Jack Clifford,1993-02-12,23.1
19/03/2016,France,15,Mike Brown,1985-09-04,30.54
19/03/2016,France,23,Elliot Daly,1992-10-08,23.44
19/03/2016,France,16,Luke Cowan-Dickie,1993-06-20,22.75
19/03/2016,France,5,George Kruis,1990-02-22,26.07
29/05/2016,Wales,13,Jonathan Joseph,1991-05-21,25.02
29/05/2016,Wales,9,Ben Youngs,1989-09-05,26.73
29/05/2016,Wales,10,George Ford,1993-03-16,23.2
29/05/2016,Wales,3,Dan Cole,1987-05-09,29.06
29/05/2016,Wales,4,Joe Launchbury,1991-04-12,25.13
29/05/2016,Wales,20,Matt Kvesic,1992-04-14,24.12
29/05/2016,Wales,5,Courtney Lawes,1989-02-23,27.26
29/05/2016,Wales,22,Ollie Devoto,1993-09-22,22.68
29/05/2016,Wales,18,Paul Hill,1995-03-02,21.24
29/05/2016,Wales,17,Ellis Genge,1995-02-16,21.28
29/05/2016,Wales,2,Dylan Hartley,1986-03-24,30.18
29/05/2016,Wales,21,Danny Care,1987-01-02,29.41
29/05/2016,Wales,12,Luther Burrell,1987-12-06,28.48
29/05/2016,Wales,6,Teimana Harrison,1992-09-05,23.73
29/05/2016,Wales,14,Anthony Watson,1994-02-26,22.25
29/05/2016,Wales,16,Tommy Taylor,1991-11-11,24.55
29/05/2016,Wales,1,Matt Mullan,1987-02-23,29.26
29/05/2016,Wales,7,James Haskell,1985-04-02,31.16
29/05/2016,Wales,8,Jack Clifford,1993-02-12,23.29
29/05/2016,Wales,15,Mike Brown,1985-09-04,30.73
29/05/2016,Wales,19,David Attwood,1987-04-05,29.15
29/05/2016,Wales,23,Elliot Daly,1992-10-08,23.64
29/05/2016,Wales,11,Marland Yarde,1992-04-20,24.11
11/06/2016,Australia,13,Jonathan Joseph,1991-05-21,25.06
11/06/2016,Australia,10,Owen Farrell,1991-09-24,24.72
11/06/2016,Australia,9,Ben Youngs,1989-09-05,26.77
11/06/2016,Australia,1,Mako Vunipola,1991-01-14,25.41
11/06/2016,Australia,8,Billy Vunipola,1992-11-03,23.6
11/06/2016,Australia,6,Chris Robshaw,1986-06-04,30.02
11/06/2016,Australia,22,George Ford,1993-03-16,23.24
11/06/2016,Australia,3,Dan Cole,1987-05-09,29.09
11/06/2016,Australia,19,Joe Launchbury,1991-04-12,25.17
11/06/2016,Australia,23,Jack Nowell,1993-04-11,23.17
11/06/2016,Australia,20,Courtney Lawes,1989-02-23,27.3
11/06/2016,Australia,4,Maro Itoje,1994-10-28,21.62
11/06/2016,Australia,18,Paul Hill,1995-03-02,21.28
11/06/2016,Australia,2,Dylan Hartley,1986-03-24,30.22
11/06/2016,Australia,21,Danny Care,1987-01-02,29.44
11/06/2016,Australia,12,Luther Burrell,1987-12-06,28.52
11/06/2016,Australia,14,Anthony Watson,1994-02-26,22.29
11/06/2016,Australia,17,Matt Mullan,1987-02-23,29.3
11/06/2016,Australia,7,James Haskell,1985-04-02,31.19
11/06/2016,Australia,15,Mike Brown,1985-09-04,30.77
11/06/2016,Australia,11,Marland Yarde,1992-04-20,24.14
11/06/2016,Australia,16,Luke Cowan-Dickie,1993-06-20,22.98
11/06/2016,Australia,5,George Kruis,1990-02-22,26.3
