playerId,firstName,lastName,dateOfBirth,birthPlace,height,weight,country,nationalTeamId,nationalTeamName,teamId,teamName
187169,Archie,Griffin,2001-07-24,"Sydney, NSW",191,130,Australia,3,Wales,2448,Bath Rugby
157863,Finn,Russell,1992-09-23,Stirling,183,92,Scotland,2,Scotland,2448,Bath Rugby
195208,Miles,Reid,1998-09-06,Bath,188,108,England,,,2448,Bath Rugby
179563,Joe,Cokanasiga,1997-11-15,Suva,193,112,Fiji,1,England,2448,Bath Rugby
108714,Will,Stuart,1996-07-12,Westminster,188,132,England,1,England,2448,Bath Rugby
131724,Ollie,Lawrence,1999-09-18,Birmingham,180,100,England,1,England,2448,Bath Rugby
145484,Alfie,Barbeary,2000-10-05,Banbury,185,116,England,,,2448,Bath Rugby
112684,Guy,Pepper,2003-04-15,Harrogate,191,106,England,1,England,2448,Bath Rugby
130283,Beno,Obano,1994-10-25,Lambeth,183,120,England,1,England,2448,Bath Rugby
111662,Ben,Spencer,1992-07-31,Stockport,178,86,England,1,England,2448,Bath Rugby
160272,Will,Muir,1995-10-30,Cleveland,188,94,England,1,England,2448,Bath Rugby
225778,Tom,Dunn,1992-11-12,Bath,191,132,England,1,England,2448,Bath Rugby
184945,Ted,Hill,1999-03-26,Worcester,196,112,England,1,England,2448,Bath Rugby
116821,Francois,van Wyk,1991-07-30,Cape Town,188,113,South Africa,,,2448,Bath Rugby
220475,Orlando,Bailey,2001-09-30,Dorchester,178,89,England,,,1711,Bath Rugby
155514,Jaco,Coetzee,1996-06-10,Pretoria,188,108,South Africa,,,2448,Bath Rugby
203360,Quinn,Roux,1990-10-30,Pretoria,198,125,South Africa,4,Ireland,2448,Bath Rugby
196415,Charlie,Ewels,1995-06-29,Bournemouth,198,112,England,1,England,2448,Bath Rugby
153790,Tom,de Glanville,1999-12-10,Bath,188,84,England,,,2448,Bath Rugby
193283,Chunya,Munga,2000-09-02,Reading,198,120,England,,,3436,Northampton Saints
177699,Tom,West,1996-02-11,Diss,185,117,England,,,3436,Northampton Saints
200195,Fraser,Dingwall,1999-04-07,Cambridge,188,86,England,1,England,3436,Northampton Saints
192642,Ollie,Sleightholme,2000-04-13,Northampton,180,89,England,1,England,3436,Northampton Saints
127592,Luke,Green,2001-05-06,Richmond,188,115,England,,,3436,Northampton Saints
221996,Tom,James,1993-10-12,Sherborne,183,90,England,,,3436,Northampton Saints
178796,James,Ramm,1998-04-30,"Sydney,NSW",191,97,Australia,,,3436,Northampton Saints
187951,Emmanuel,Iyogun,2000-11-24,,191,114,Spain,,,3436,Northampton Saints
125486,Angus,Scott-Young,1997-04-23,"Brisbane, QLD",193,108,Australia,,,3436,Northampton Saints
206832,Robbie,Smith,1998-09-26,Dumfries,175,113,Scotland,2,Scotland,3436,Northampton Saints
199728,Juarno,Augustus,1997-12-09,Alexander Bay,185,128,South Africa,,,2129,Northampton Saints
153646,George,Furbank,1996-10-17,Hinchinbrook,183,87,England,1,England,3436,Northampton Saints
222867,Callum,Hunter-Hill,1997-02-27,Melrose,201,114,Scotland,,,1641,Northampton Saints
102707,Trevor,Davison,1992-08-20,Newcastle-upon-Tyne,188,122,England,1,England,3436,Northampton Saints
212369,Sam,Graham,1997-07-06,Bath,191,112,England,,,3436,Northampton Saints
239345,Archie,McParland,2005-02-17,Birkenhead,183,86,England,,,3436,Northampton Saints
109816,Rory,Hutchinson,1996-01-29,Cambridge,180,95,England,2,Scotland,3436,Northampton Saints
111416,Curtis,Langdon,1997-08-03,Weston-super-Mare,183,107,England,1,England,3436,Northampton Saints
156918,Tommy,Freeman,2001-03-05,Oxford,191,103,England,1,England,3436,Northampton Saints
166428,Josh,Kemeny,1998-11-29,"Sydney, NSW",193,110,Australia,9,Australia,3436,Northampton Saints
219643,Tom,Pearson,1999-10-26,Hereford,191,114,England,1,England,3436,Northampton Saints
137626,Fin,Smith,2002-05-11,Warwick,178,87,England,1,England,3436,Northampton Saints
239358,Toby,Thame,2003-11-08,Banbury,188,98,England,,,3436,Northampton Saints
102180,Ben,Hammersley,2003-05-20,Cambridge,183,94,England,,,1574,Exeter Chiefs
219208,Ehren,Painter,1998-03-21,Tower Hamlets,193,134,England,,,1574,Exeter Chiefs
251397,Paul,Brown-Bampoe,2002-05-15,Croydon,188,100,England,,,1574,Exeter Chiefs
103625,Dan,Frost,1997-04-24,Taunton,180,100,England,,,2448,Exeter Chiefs
197546,Joe,Hawkins,2002-06-11,Swansea,183,98,Wales,3,Wales,3514,Exeter Chiefs
201738,Will,Goodrick-Clarke,1995-12-29,Bromley,185,122,England,,,1574,Exeter Chiefs
208783,Tom,Cairns,2002-06-19,Exeter,175,79,England,,,1574,Exeter Chiefs
125136,Will,Haydon-Wood,2000-10-27,Reading,180,86,England,,,1574,Exeter Chiefs
243341,Niall,Armstrong,1999-08-19,Belfast,178,85,Ireland,,,3533,Exeter Chiefs
224659,Scott,Sio,1991-10-16,"Eastwood, NSW",188,122,Australia,222,Samoa,1574,Exeter Chiefs
166737,Olly,Woodburn,1991-11-18,Bristol,188,103,England,,,1574,Exeter Chiefs
237233,Ross,Vintcent,2002-06-05,Johannesburg,188,101,South Africa,6,Italy,1574,Exeter Chiefs
147666,Josh,Iosefa-Scott,1996-07-16,Hamilton,193,134,New Zealand,,,1574,Exeter Chiefs
169495,Josh,Hodge,2000-05-23,Lancaster,188,89,England,,,1574,Exeter Chiefs
170455,Greg,Fisilau,2003-07-09,Plymouth,188,109,England,,,1574,Exeter Chiefs
233237,Immanuel,Feyi-Waboso,2002-12-20,Cardiff,183,92,Wales,1,England,1574,Exeter Chiefs
112986,Rus,Tuima,2000-05-21,Suva,196,120,Fiji,,,1574,Exeter Chiefs
213658,Richard,Capstick,2000-02-13,Taunton,196,115,England,,,1574,Exeter Chiefs
121275,Christ,Tshiunza,2002-01-09,Kinshasa,198,113,Democratic Republic of the Congo,3,Wales,1574,Exeter Chiefs
225024,Harvey,Skinner,1997-12-31,Taunton,188,93,England,,,1574,Exeter Chiefs
203166,Jack,Yeandle,1989-12-22,Exeter,185,109,England,,,1574,Exeter Chiefs
124575,Ethan,Roots,1997-11-10,North Shore,188,113,New Zealand,1,England,1574,Exeter Chiefs
150081,Freddie,Steward,2000-12-05,Dereham,196,107,England,1,England,1711,Leicester Tigers
173217,Ollie,Hassell-Collins,1999-01-17,Reading,193,100,England,1,England,1711,Leicester Tigers
183880,Tommy,Reffell,1999-04-27,Bridgend,183,105,Wales,3,Wales,1711,Leicester Tigers
101384,Finn,Theobald-Thomas,2003-04-26,Wolverhampton,180,105,England,,,1711,Leicester Tigers
113737,Jack,van Poortvliet,2001-05-15,Colby,183,90,England,1,England,1711,Leicester Tigers
134796,Joe,Heyes,1999-04-13,Nottingham,191,122,England,1,England,1711,Leicester Tigers
216656,Charlie,Clare,1991-12-16,Norwich,183,112,England,,,1711,Leicester Tigers
111760,Izaia,Perese,1997-05-17,"Brisbane, QLD",180,95,Australia,9,Australia,1711,Leicester Tigers
110319,Nicky,Smith,1994-04-07,Swansea,183,119,Wales,3,Wales,1711,Leicester Tigers
177015,Harry,Wells,1993-09-29,Peterborough,196,118,England,1,England,1711,Leicester Tigers
216823,Olly,Cracknell,1994-05-26,Leeds,191,116,England,3,Wales,1711,Leicester Tigers
144635,Ollie,Chessum,2000-09-06,Boston,201,118,England,1,England,1711,Leicester Tigers
179481,Solomone,Kata,1994-12-03,Neiafu,178,104,Tonga,244,Tonga,1711,Leicester Tigers
214400,Dan,Kelly,2001-06-16,Rochdale,185,101,England,1,England,4377,Leicester Tigers
156512,Hanro,Liebenberg,1995-10-10,Brackenfell,198,117,South Africa,,,1711,Leicester Tigers
201697,Caolan,Englefield,1999-11-01,Sutton,178,83,England,,,4293,Gloucester Rugby
124069,Ollie,Thorley,1996-09-11,Camden,185,99,England,1,England,4293,Gloucester Rugby
186214,Max,Llewellyn,1999-01-13,Kingston-upon-Thames,196,107,England,3,Wales,4293,Gloucester Rugby
113799,Jack,Clement,2001-02-27,Walsall,191,115,England,,,4293,Gloucester Rugby
133163,Tomos,Williams,1995-01-01,Treorchy,180,84,Wales,3,Wales,4293,Gloucester Rugby
196875,Freddie,Thomas,2001-11-09,Gloucester,196,118,England,3,Wales,4293,Gloucester Rugby
166601,Christian,Wade,1991-05-15,Slough,175,86,England,1,England,2038,Gloucester Rugby
123243,Charlie,Atkinson,2001-10-06,Basingstoke,185,92,England,1,England,4293,Gloucester Rugby
196656,Chris,Harris,1990-12-28,Carlisle,188,100,England,2,Scotland,2448,Gloucester Rugby
203694,Freddie,Clarke,1992-10-10,Wandsworth,196,114,England,,,2038,Gloucester Rugby
109648,Seb,Atkinson,2002-05-21,Kensington,188,99,England,1,England,4293,Gloucester Rugby
191662,Ruan,Ackermann,1995-12-29,Pretoria,193,115,South Africa,,,3994,Gloucester Rugby
165716,Zach,Mercer,1997-06-28,Leeds,191,108,England,1,England,2861,Gloucester Rugby
133265,George,Barton,2000-11-07,Cheltenham,183,89,England,,,4293,Gloucester Rugby
201234,Kirill,Gotovtsev,1987-07-17,Tulskaya Oblast,188,120,Russia,112,Russia,4293,Gloucester Rugby
137490,Seb,Blake,2001-10-05,Cheltenham,188,116,England,,,4293,Gloucester Rugby
102615,Gareth,Anscombe,1991-05-10,North Shore,183,88,New Zealand,3,Wales,4036,Gloucester Rugby
209756,Lewis,Ludlow,1994-09-11,Bedford,188,102,England,1,England,4293,Gloucester Rugby
122972,Jack,Singleton,1996-05-14,Hemel Hempstead,180,110,England,1,England,4293,Gloucester Rugby
239418,Afolabi,Fasogbon,2004-08-24,Colindale,193,128,England,,,4293,Gloucester Rugby
155487,Jamal,Ford-Robinson,1993-09-11,Bristol,178,119,England,,,4293,Gloucester Rugby
117823,Matias,Alemanno,1991-12-05,Cordoba,198,117,Argentina,10,Argentina,4293,Gloucester Rugby
170435,Rotimi,Segun,1996-12-28,Enfield,180,93,England,,,2581,Saracens
160801,Jamie,George,1990-10-20,Welwyn Garden City,180,113,England,1,England,2581,Saracens
202850,Sam,Crean,2000-06-12,Gillingham,175,115,England,,,2129,Saracens
183874,Elliot,Daly,1992-10-08,Croydon,178,98,England,1,England,2581,Saracens
218727,Harry,Wilson,1997-02-08,Gloucester,188,118,England,,,2581,Saracens
209612,Ben,Earl,1998-01-07,Redhill,188,107,England,1,England,2581,Saracens
111209,Toby,Knight,2002-01-05,Southend-on-Sea,,113,England,,,2581,Saracens
239403,Charlie,Bracken,2003-12-09,Westminster,178,81,England,,,2581,Saracens
152009,Andy,Onyeama-Christie,1999-03-27,Bristol,188,101,England,2,Scotland,2581,Saracens
142606,Alec,Clarey,1994-02-08,Bishop Auckland,180,120,England,,,2581,Saracens
111794,Theo,Dan,2000-12-26,Southwark,180,109,England,1,England,2581,Saracens
155409,Maro,Itoje,1994-10-28,Camden,198,118,England,1,England,2581,Saracens
119955,Rhys,Carre,1998-02-08,Cardiff,191,137,Wales,3,Wales,2581,Saracens
107059,Marco,Riccioni,1997-10-19,"Teramo, TE",183,126,Italy,6,Italy,2581,Saracens
185080,Ivan,van Zyl,1995-06-30,Pretoria,180,85,South Africa,8,South Africa,2581,Saracens
204054,Tobias,Elliott,2003-09-16,Watford,185,93,England,,,2581,Saracens
104921,Nick,Tompkins,1995-02-16,Sidcup,183,95,England,3,Wales,2581,Saracens
198623,Hugh,Tizard,2000-03-31,Guildford,196,125,England,,,2581,Saracens
177536,Tom,Willis,1999-01-18,Reading,191,118,England,1,England,2581,Saracens
214751,Nick,Isiekwe,1998-04-20,Hemel Hempstead,201,120,England,1,England,2581,Saracens
136509,Fergus,Burke,1999-09-03,Gisborne,185,85,New Zealand,2,Scotland,2581,Saracens
114687,Alex,Lozowski,1993-06-30,"Brent,London",185,93,England,1,England,2581,Saracens
212707,Ernst,van Rhyn,1997-09-19,Cape Town,193,116,South Africa,,,3964,Sale Sharks
100995,Hyron,Andrews,1995-07-06,Paarl,203,108,South Africa,,,3964,Sale Sharks
216069,Tom,O'Flaherty,1994-07-21,Lambeth,180,89,England,,,3964,Sale Sharks
207429,Jean-Luc,du Preez,1995-08-05,Durban,193,114,South Africa,8,South Africa,5979,Sale Sharks
149322,Tom,Roebuck,2001-01-07,Inverness,188,96,Scotland,1,England,3964,Sale Sharks
100557,Gus,Warr,1999-09-24,Manchester,173,73,England,2,Scotland,3964,Sale Sharks
102642,George,Ford,1993-03-16,Oldham,178,86,England,1,England,3964,Sale Sharks
109874,Ethan,Caine,2001-09-20,Liverpool,,,England,,,3964,Sale Sharks
199800,Rob,du Preez,1993-07-30,Durban,191,98,South Africa,8,South Africa,3964,Sale Sharks
203831,Joe,Carpenter,2001-08-19,Leeds,,,England,1,England,3964,Sale Sharks
205975,Sam,Dugdale,1999-09-30,Lancaster,185,104,England,,,3964,Sale Sharks
147029,Tumy,Onasanya,2002-05-24,,,,Nigeria,,,3964,Sale Sharks
170933,Nye,Thomas,2003-03-24,Liverpool,175,75,England,,,3964,Sale Sharks
123738,James,Harper,2000-10-16,Liverpool,188,116,England,,,3964,Sale Sharks
239482,Asher,Opoku-Fordjour,2004-07-16,Coventry,185,115,England,1,England,3964,Sale Sharks
131065,Ben,Bamber,2001-01-24,Trafford,,,England,,,3964,Sale Sharks
101339,Ben,Curry,1998-06-15,Hounslow,185,106,England,1,England,3964,Sale Sharks
106142,Luke,Cowan-Dickie,1993-06-20,Truro,183,112,England,1,England,3964,Sale Sharks
222623,Tom,Curry,1998-06-15,Hounslow,185,110,England,1,England,3964,Sale Sharks
158302,Bevan,Rodd,2000-08-26,Dunoon,183,118,Scotland,1,England,3964,Sale Sharks
140419,Jordan,Els,1997-06-11,Empangeni,188,118,South Africa,,,1229,Harlequins
142312,Will,Porter,1998-12-14,"Philadelphia, PA",180,85,United States,,,1229,Harlequins
140680,Stephan,Lewies,1992-01-27,Pretoria,201,118,South Africa,8,South Africa,1229,Harlequins
143333,Lennox,Anyanwu,2000-11-29,London,180,101,England,,,3528,Harlequins
137125,Jack,Walker,1996-05-06,Steeton,188,107,England,1,England,1229,Harlequins
180038,Alex,Dombrandt,1997-04-29,Croydon,193,119,England,1,England,1229,Harlequins
178025,Oscar,Beard,2001-11-20,Frimley Park,180,96,England,1,England,1229,Harlequins
190858,Titi,Lamositele,1995-02-11,"Bellingham, WA",180,135,United States,222,Samoa,1229,Harlequins
114413,Simon,Kerrod,1992-08-25,Johannesburg,183,122,South Africa,,,1229,Harlequins
218605,Luke,Northmore,1997-03-16,Plymouth,188,98,England,1,England,1229,Harlequins
189326,Marcus,Smith,1999-02-14,Manila,178,84,Philippines,1,England,1229,Harlequins
213459,Fin,Baxter,2002-02-12,Hammersmith,183,117,England,1,England,1229,Harlequins
175826,Jack,Kenningham,1999-11-19,Kingston-upon-Thames,191,104,England,,,1229,Harlequins
135416,Leigh,Halfpenny,1988-12-22,Swansea,175,84,Wales,3,Wales,4471,Harlequins
145720,Nathan,Jibulu,2003-01-26,Croydon,188,111,England,,,3964,Harlequins
182934,Cassius,Cleaves,2003-03-15,Wandsworth,173,93,England,,,1229,Harlequins
218331,Jarrod,Evans,1996-07-25,Pontypridd,175,90,Wales,3,Wales,1229,Harlequins
137369,Nick,David,1998-11-04,Redditch,178,88,England,,,1229,Harlequins
132185,Joe,Launchbury,1991-04-12,Exeter,198,133,England,1,England,1229,Harlequins
143933,Will,Evans,1997-01-28,Norwich,183,100,England,,,1229,Harlequins
137423,Harry,Taylor,2001-09-09,,188,96,England,,,4293,Gloucester Rugby
240631,Chandler,Cunningham-South,2003-03-18,Sidcup,193,120,England,1,England,1229,Harlequins
111583,Wyn,Jones,1992-02-26,Carmarthen,183,114,Wales,3,Wales,3533,Harlequins
144507,Ethan,Grayson,2002-04-15,Northampton,191,100,England,,,2038,Newcastle Falcons
237366,Theo,McFarland,1996-10-16,Apia,196,116,Samoa,222,Samoa,2581,Saracens
159444,Rouban,Birch,1999-09-20,Stockport,191,105,England,,,3964,Sale Sharks
221308,Si,McIntyre,1991-03-19,Manchester,183,116,England,,,3964,Sale Sharks
191866,Sam,Bedlow,1995-08-08,Rossendale,183,93,England,,,3964,Sale Sharks
173801,Alex,Coles,1999-09-21,Cambridge,206,107,England,1,England,3436,Northampton Saints
169636,Martin,Moloney,1999-10-19,Kildare,188,102,Ireland,,,1574,Exeter Chiefs
160437,Marcus,Street,1999-02-06,Exeter,183,121,England,,,2581,Exeter Chiefs
243675,Will,Rigg,2000-03-22,Solihull,185,104,England,,,1574,Exeter Chiefs
142211,George,Martin,2001-06-18,Nottingham,198,124,England,1,England,1711,Leicester Tigers
156834,Tom,Carr-Smith,2002-02-28,Kensington,175,95,England,,,2448,Bath Rugby
105205,Ross,Molony,1994-05-11,Dublin,196,108,Ireland,,,2448,Bath Rugby
239292,Billy,Sela,2005-04-13,Hounslow,193,116,England,,,2448,Bath Rugby
100192,Josh,Bayliss,1997-09-18,Tiverton,191,106,England,2,Scotland,2448,Bath Rugby
239634,Henry,Pollock,2005-01-14,Banbury,188,100,England,1,England,3436,Northampton Saints
168641,Dillon,Lewis,1996-01-04,Church Village,185,125,Wales,3,Wales,3533,Harlequins
145735,Cameron,Anderson,1999-09-16,Aylesbury,188,92,England,,,1229,Harlequins
196173,Will,Joseph,2002-07-15,Derby,183,93,England,1,England,4293,Harlequins
114587,Bryn,Bradley,2003-04-17,Kingston-upon-Thames,191,102,England,,,1229,Harlequins
239462,Tom,Burrow,2005-07-27,,193,104,,,,3964,Sale Sharks
113103,Arron,Reed,1999-07-10,Chester,178,83,England,2,Scotland,3964,Sale Sharks
201247,Tom,Curtis,2001-07-01,Warrington,180,88,England,,,3964,Sale Sharks
124901,Arthur,Clark,2001-12-19,Oxford,203,126,England,1,England,4293,Gloucester Rugby
189971,Ciaran,Knight,1998-03-19,Gloucester,188,124,England,,,4293,Gloucester Rugby
213184,Val,Rapava Ruskin,1992-10-12,Tbilisi,191,130,Georgia,,,4293,Gloucester Rugby
104322,Sam,Underhill,1996-07-22,"Dayton, OH",185,103,United States,1,England,2448,Bath Rugby
239301,Sam,Harris,2003-09-03,Ware,183,85,England,,,2448,Bath Rugby
154219,Cameron,Redpath,1999-12-23,Narbonne,188,95,France,2,Scotland,2448,Bath Rugby
104572,Thomas,du Toit,1995-05-05,Cape Town,188,109,South Africa,8,South Africa,2448,Bath Rugby
237996,Joe,Owen,2001-08-16,,198,109,,,,4581,Bristol Bears
199886,Jack,Bates,2001-05-26,Bristol,183,93,England,,,4581,Bristol Bears
127095,Santiago,Grondona,1998-07-25,Buenos Aires,198,110,Argentina,10,Argentina,4581,Bristol Bears
236968,Pedro,Rubiolo,2002-12-21,,191,114,Argentina,10,Argentina,4581,Newcastle Falcons
222549,Oli,Spencer,2004-02-22,"Waratah, NSW",183,94,Australia,,,2038,Newcastle Falcons
208037,Will,Hurd,1999-06-29,Ashby-de-la-Zouch,185,121,England,2,Scotland,1711,Leicester Tigers
239278,Joe,Woodward,2003-09-17,Winchester,183,96,England,,,1711,Leicester Tigers
237969,Will,Wand,2001-12-31,Spalding,188,93,England,,,1711,Leicester Tigers
129595,Emeka,Ilione,2002-03-20,Mansfield,188,114,England,,,1711,Leicester Tigers
103821,Eroni,Mawi,1996-02-06,Lautoka,188,134,Fiji,243,Fiji,2581,Saracens
147091,Juan Martin,Gonzalez,2000-11-14,Mendoza,193,100,Argentina,10,Argentina,2581,Saracens
132680,Jack,Innard,1995-07-03,Truro,180,103,England,,,4293,Exeter Chiefs
169770,Dan,du Preez,1995-08-05,Durban,193,113,South Africa,8,South Africa,3964,Sale Sharks
127601,Cammy,Hutchison,1998-06-01,Birmingham,183,102,England,,,2038,Newcastle Falcons
172979,Jacques,Vermeulen,1995-02-08,Paarl,196,118,South Africa,,,3964,Exeter Chiefs
241920,Benjamin,Elizalde,2004-06-14,Salta,188,91,Argentina,10,Argentina,4581,Bristol Bears
240061,Sam,Worsley,2003-10-13,Bristol,178,82,England,,,4581,Bristol Bears
241026,Josh,Hathaway,2003-10-19,Aberystwyth,183,84,Wales,3,Wales,4293,Gloucester Rugby
189982,Santiago,Carreras,1998-03-30,Cordoba,183,88,Argentina,10,Argentina,2448,Gloucester Rugby
243600,Austin,Emens,2002-10-09,,,,England,,,2448,Bath Rugby
162344,Julian,Montoya,1993-10-29,Buenos Aires,183,110,Argentina,10,Argentina,6198,Leicester Tigers
219771,Handre,Pollard,1994-03-11,Somerset West,188,98,South Africa,8,South Africa,5586,Leicester Tigers
175403,Elliot,Millar-Mills,1992-07-08,Stockport,178,121,England,2,Scotland,3436,Northampton Saints
111099,Tom,Litchfield,2002-04-20,Bedford,185,100,England,,,3436,Northampton Saints
110793,Cadan,Murley,1999-07-31,Frimley,178,97,England,1,England,1229,Harlequins
229505,Lucio,Cinti,2000-02-23,La Plata,191,96,Argentina,10,Argentina,2581,Saracens
177055,Gareth,Simpson,1997-11-02,Coventry,175,82,England,,,2581,Saracens
199072,Alex,Hearle,1998-11-08,Shrewsbury,185,96,England,,,2038,Newcastle Falcons
104471,Tareq,Haffar,2001-09-13,Chelsea,183,113,England,,,1711,Northampton Saints
238687,George,Hendy,2002-10-15,Warwick,191,90,England,,,3436,Northampton Saints
205075,Luke,James,1999-03-18,Manchester,191,95,England,,,3964,Sale Sharks
239510,Alex,Wills,2004-02-11,Wordsley,180,99,England,,,3964,Sale Sharks
183340,Harry,Thacker,1994-02-18,Leicester,173,93,England,,,4581,Bristol Bears
161106,Toby,Fricker,1995-07-20,Lambeth,185,98,England,136,United States,4581,Bristol Bears
117639,Phil,Brantingham,2001-10-02,Durham,183,114,England,,,2581,Saracens
132812,Nathan,Michelow,2004-05-16,Brentwood,188,111,England,,,2581,Saracens
182025,Brandon,Jackson,2001-09-21,Greenwich,191,100,England,,,2581,Saracens
182642,Tyrone,Green,1998-03-05,Klerksdorp,178,90,South Africa,,,1229,Harlequins
194110,Rodrigo,Isgro,1999-03-24,Mendoza,185,94,Argentina,10,Argentina,1229,Harlequins
217750,Ewan,Richards,2002-04-05,Yeovil,198,111,England,,,2448,Bath Rugby
132697,Tom,Manz,2001-07-09,Northampton,203,118,England,,,1711,Leicester Tigers
239575,Ioan,Jones,2004-10-20,Gloucester,180,80,England,,,3514,Gloucester Rugby
237803,Kalaveti,Ravouvou,1998-06-06,Nadroga,185,94,Fiji,243,Fiji,4581,Bristol Bears
185971,Sam,Wolstenholme,1999-06-21,Sheffield,183,85,England,,,4581,Bristol Bears
239338,Craig,Wright,2004-03-31,Chelmsford,180,100,England,,,3436,Northampton Saints
229939,Charlie,Savala,2000-04-21,"Sydney, NSW",193,96,Australia,,,3098,Northampton Saints
154551,Sebastian,de Chaves,1990-10-30,Johannesburg,203,117,South Africa,,,2038,Newcastle Falcons
123233,Ethan,Staddon,2002-07-03,Puncknowle,196,110,England,,,2448,Bath Rugby
233245,Louie,Hennessey,2004-03-29,Cardiff,191,104,Wales,3,Wales,2448,Bath Rugby
206761,Tadgh,McElroy,1997-06-16,Louth,173,103,Ireland,,,3964,Sale Sharks
144473,James,Hadfield,1997-11-27,Brighton,,105,England,,,2581,Saracens
170190,Tom,Whiteley,1995-12-17,Kensington,175,84,England,,,1711,Leicester Tigers
128743,Stu,Townsend,1995-10-11,Torbay,175,91,England,,,1229,Exeter Chiefs
138016,Henry,Slade,1993-03-19,Plymouth,191,93,England,1,England,1574,Exeter Chiefs
159436,Jamie,Benson,2002-09-23,Kensington,183,88,England,,,1229,Harlequins
144543,Tom,Lawday,1993-11-11,Dorchester,188,112,England,,,1229,Harlequins
145677,Bill,Mata,1991-10-22,"Nakelo, Tailevu",196,106,Fiji,243,Fiji,4581,Bristol Bears
237013,Oscar,Lennon,2000-05-11,Denbigh,175,84,Wales,,,4581,Bristol Bears
223904,Lovejoy,Chawatama,1992-08-26,Essex,178,113,England,,,4581,Bristol Bears
116536,Max,Pepper,2001-05-09,,183,88,England,,,4581,Newcastle Falcons
239550,Micky,Rewcastle,2004-05-17,Newcastle-upon-Tyne,183,113,England,,,2038,Newcastle Falcons
202925,Sam,Spink,1999-10-06,Kingston-upon-Thames,178,105,England,,,2581,Saracens
195010,Tom,Lockett,2002-10-06,Colchester,201,112,England,,,3436,Northampton Saints
